NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;NOMBRE-VIA;CLASE-VIAL;NUM;CODIGO-POSTAL;DISTRITO;LATITUD;LONGITUD;TELEFONO;TIPO
Casa de Velázquez; Centro de creación artística y de investigación situado en un palacete de estilo neoclásico de 1920. ;; Desarrollo de actividades creadoras e investigaciones relacionadas con las artes, las lenguas, las literaturas y las sociedades de países ibéricos, iberoamericanos y del Magreb. ;Bus: 83 , 133;PAUL GUINARD;CALLE;3;28040;MONCLOA-ARAVACA;40.441.013.640.676.600;-37.299.866.834.370.900;914 551 580;Monumento
Casón del Buen Retiro; Edificio que forma parte del Museo Nacional del Prado, donde pueden consultarse fondos de la Biblioteca, del Archivo y del Servicio de Documentación de la colección del Museo y de otras fuentes relativas a la historia del arte. ;  Mañanas    De lunes a jueves, de 9 a 15 horas. (Servicio de libros y otros materiales hasta las 14:30 horas)   Viernes, de 9 a 14:30 horas. (Servicio de libros y otros materiales hasta las 14 horas)     Tardes.  Lunes y miércoles, de 15 a 18 horas. (Servicio de libros y otros materiales hasta las 17:30 horas)   Horario de verano     Desde el 16 de junio al 15 de septiembre  Lunes a viernes, de 9 a 14:30 horas   ;; Metro: Atocha (Línea 1)  Bus: 19, 10, 14, 27, 34, 37, 45  Renfe: Atocha ;ALFONSO XII;CALLE;28;28014;RETIRO;40.415.263.749.471.500;-3.689.232.811.717.630;902 107 077;Monumento
Castillo de la Alameda;"El edificio está incorporado al sistema &quot;museosdemadrid&quot; donde se realizan talleres para escolares y actividades en verano.";  Abierto fines de semana y festivos (incluso los lunes festivos)  De abril a septiembre: sábados, domingos y festivos de 10 a 21 horas  De octubre a marzo: sábados, domingos y festivos de 10 a 18 horas  Cerrado: 24, 25, 31 de diciembre, 1 de enero, 6 de enero, 1 de mayo.  ;  Accesibilidad    Rampas de acceso  Servicios para minusválidos  Información en Braille para invidentes  ; Metro: Alameda de Osuna (línea 5), El Capricho (línea 5)  Autobuses: 101, 105, 112, 114, 115 y 151 ;ANTONIO SANCHA;CALLE;1;28042;BARAJAS;4.045.835.460.563.490;-35.932.903.820.278.700;"913 667 415                                                                   
";Monumento
Catedral Santa María la Real de la Almudena; Su construcción comienza a finales del siglo XIX por el Marqués de Cubas, sobre el primer recinto amurallado del Madrid musulmán, y finaliza en el año 1993. ;;; Metro: Ópera (líneas 2, 5, Ramal), Sol (Línea 1, 2, 3)   Bus: 3, 31, 41, 50, 62, 65, 148, C1, C2 ;MAYOR;CALLE;90;28013;CENTRO;4.041.521.119.054.690;-37.142.200.549.476.700;915 480 930;Monumento
Centro Conde Duque; Centro Conde Duque es un espacio cultural vinculado a la memoria y a la la difusión de Madrid.  Entre sus fines se encuentran: la difusión de la historia de Madrid, el intercambio de conocimientos históricos con la sociedad, la conservación de  los fondos históricos y artísticos del Ayuntamiento y la producción y exhibición de manifestaciones artísticas relacionadas con el mundo de la escena y de la música. ;  Exposiciones (entrada gratuita)    De martes a sábado de 10 a 14 y de 17:30 a 21 horas.  Domingos y festivos de 10:30 a 14 horas.  ;   Salas de Exposiciones:  espacios expositivos con más de mil quinientos metros cuadrados, caracterizada por sus muros de ladrillo y por los espacios abovedados.   Auditorio Conde Duque:  1300 metros cuadrados, renovados en el 2011.   Teatro Conde Duque : espacio escénico moderno y versátil, con una escena de 12 por 17 metros de superficie y un peine de 5,99 metros de altura. Cuenta, además, con dos grandes salas de ensayo adyacentes.    Salon de Actos: u na gran sala de doble altura, totalmente forrada de madera, que está preparada para la realización de conferencias, presentaciones, congresos y seminarios. Ocupa las plantas primera y segunda de la zona del edificio que se sitúa encima del vestíbulo general desde el que tiene acceso. Dotado de medios de audición y gran pantalla de proyección, dispone de una capacidad de 293 asientos.     Zona wifi .   ; Metro: Ventura Rodríguez (línea 3), San Bernardo (línea 2 y 4) y Noviciado (línea 2).  Bus: 1, 2, 44, 74, 133, 202, 749, Minibús M-2 ;CONDE DUQUE;CALLE;09-nov;28015;CENTRO;40.427.938.443.518.200;-3.710.240.346.719.510;;Monumento
Centro de Estudios Políticos y Constitucionales;Construido por Sabatini en 1776. Tipología singular sin apartarse de los criterios clásico-barrocos, propios de la época de Carlos III. Destaca su escalera barroca. Fue creado para alojamiento y vivienda de Grimaldi. En 1819 se instaló la Biblioteca Real, y posteriormente las Secretarías, llamándose entonces Casa de los Ministerios.;; Centro de Documentación - Publicaciones - Biblioteca (abierta de lunes a viernes de 9 a 20 horas) - Fotocopiadora - Catálogo colectivo de publicaciones periódicas - Información bibliográfica - Lector reproductor - Préstamo interbibliotecario - Búsquedas bibliográficas y referencia  Materias: Derecho constitucional y público - Ciencia política - Teoría del Estado - Historia política de España - Teoría de la Constitución - Historia de las Ideas Políticas - Posee una amplia colección de repertorios de legislación y jurisprudencia españolas y de los paises de nuestro entorno ; Metro: Santo Domingo (línea 2), Plaza de España (línea 3), Ópera (línea R, 2, 5)  Bus: 1, 2, 25, 33, 39, 44, 46, 74, 75, 133 , 138, 148 ;"MARINA ESPA&Ntilde;OLA";PLAZA;9;28013;CENTRO;4.042.063.654.129.450;-37.124.503.472.242.300;915 401 950;Monumento
Centro Social y Cultural la Casa Encendida; Edificio de carácter monumental. De estilo neomudéjar, fue diseñado por el arquitecto Fernando Arbós e inaugurado en el año 1913. Cuenta con más de 6.000 metros cuadrados de instalaciones divididas en 4 plantas y una azotea. ;  De lunes a domingo de 10 a 22 horas (todos los días del año, excepto festividades nacionales y de la Comunidad de Madrid)  Exposiciones: de 10 a 21:45 horas  ;   Biblioteca  (consulta catálogo  http://catalogo.bibliotecas.obrasocialcajamadrid.es/ )   Sala de consulta y Hemeroteca: de lunes a domingos, de 10 a 21:15 horas  Mediateca y Sala de trabajo Ofimática: de lunes a domingos, de 10 a 21:15 horas  Biblioteca joven: de lunes a viernes, de 10 a 20:30, sábados y domingos de 10 a 13:30  Bebeteca: sábados y domingos de 10 a 13:30 horas     Estudio multimedia : cuenta con equipos profesionales para la edición de video con Final Cut Studio, Premiere, etc. Su uso tendrá un precio de cinco a ocho euros por turno de cinco horas dependiendo del tipo de asistencia técnica.   Laboratorio de radio:  dispone de un equipo completo de grabación y equipamiento profesional. Su uso tendrá un precio de diez euros por turnos de cinco horas.   Laboratorio fotográfico    Tienda solidaria:  consultar horario   Cafetería:  todos los días, excepto festivos, de 10 a 21:45 horas  ; Metro: Embajadores (línea 3), Lavapies (línea 3), Atocha (línea 1)   Bus: 27, 34, 36, 41, 68, 69, 119   Renfe: Embajadores ;VALENCIA;RONDA;2;28012;CENTRO;4.040.595.710.517.700;-3.699.779.793.558.760;"902 430 322                                              
";Monumento
Círculo de Bellas Artes;;"  Salas de exposiciones:  de 11 a 14 y de 17 a 21 horas. (martes a domingo). Lunes cerrado.    Azotea:  de lunes a jueves de 9 a 21:00, viernes y vísperas de festivos de 9 a 21:30, sábados de 11:00 a 21:30 y domingos de 11 a 21 horas. (horario sujeto a cambios).   Taquilla:  de 16 a 22 horas (miércoles a domingo). Horario sujeto a cambios   Cafetería &quot;La Pecera&quot;:  de 8 a 1 horas (viernes, sábado y domingo hasta las 3 horas )  ";  Acceso para minusválidos, excepto para Sala Goya.  Terraza - azotea visitable  Cafetería  Teatro  ; Metro: Banco de España (línea 2)  Bus: 1, 2, 3, 5, 9, 46, 51, 52, 53, 74, 146, 150, 202 ;ALCALÁ;CALLE;42;28014;CENTRO;4.041.842.683.569.730;-36.965.967.618.484.400;"913 605 400 (Información general)                                                                           
";Monumento
Congreso de los Diputados; El Congreso de los Diputados está configurado por un complejo de cinco edificios con una superficie de cerca de setenta mil metros cuadrados. ;;; Metro: Sevilla (línea 2), Banco de España (línea 2)  Bus: 5, 9, 10, 14, 15, 20, 27, 34, 37, 45, 51, 52, 53,150 ;CORTES;PLAZA;1;28014;CENTRO;4.041.626.174.493.480;-3.697.081.267.552.520;913 906 296;Monumento
Consejo de Estado; Es el supremo órgano consultivo del Gobierno. Actualmente se rige por la  Ley Orgánica 3/1980, de 22 de abril, y su Reglamento es de 18 de julio del mismo año.  (Modificados por Ley Orgánica 3/2004 de 28 de diciembre) y (Real Decreto 449/2005 de 22 de abril).   No forma parte de la Administración activa ni está integrado en ninguno de los Departamentos ministeriales y, aunque la Constitución de 1978 lo califique literalmente de órgano consultivo del Gobierno, tiene en realidad el carácter de órgano del Estado (Sentencia del Tribunal Constitucional 56/1990, de 29 de marzo).  ;;  Archivo y Biblioteca:    Teléfonos: 915 166 356 / 915 166 357  Fax: 915 166 364  Correo electróncio:  archivo.biblioteca@consejo-estado.es   ; Bus: 148, 3 ;MAYOR;CALLE;79;28013;CENTRO;404.149.668.099.875;-37.129.445.136.801.300;915 166 240 / 915 166 241 (asuntos en tramitación);Monumento
Convento de las Comendadoras de Santiago; El templo fue construido entre 1667 y 1679 por Manuel del Olmo y José del Olmo. El convento data del siglo  XVIII   y es obra de Francisco de Sabatini. Es destacable la iglesia de planta cruciforme con gran cúpula central y cuatro exedras semicirculares, así como la sacristía de planta elíptica construida entre 1745 y 1754 por Francisco Moradillo. ;;; Metro: San Bernardo (líneas 2, 4), Ventura Rodríguez (línea 3)  Bus: 1, 2, 21, 44, 74, 133, 147, C ;COMENDADORAS;PLAZA;10;28015;CENTRO;404.273.968.151.307;-3.708.949.668.437.210;;Monumento
Edificio Metrópolis; Arquitectos : Jules y Reymond Fevrier y Luis Esteve (1906 - 1910)  Edificio de carácter monumental de estilo clasicista - francés de fin de siglo, aporta una buena solución de esquina para el arranque de la Gran Vía en la rotonda de columnas corintias de orden gigante que sostienen un tercer piso profuso en grupos escultóricos de Saint Marceux, Landousky, Lambert y Benlliure.   La Compañía Metrópolis sustituyó en 1975 el grupo escultórico de la Unión y el Fénix que coronaba la cúpula por una victoria alada de Federico Coullaut Valera.  ;;; Metro: Sevilla (línea 2), Banco de España (línea 2)  Bus: 1, 2, 5, 9, 15, 20, 51, 52, 53, 74, 146, 150, 202 ;ALCALA;CALLE;39;28014;CENTRO;4.041.866.416.622.280;-36.975.775.550.486.100;;Monumento
Ermita de San Antonio de la Florida (Museo); Ermita dedicada a San Antonio de Padua y pequeño museo. Las pinturas murales que la decoran son de Francisco de Goya. Alberga los restos mortales del artista desde 1919. Para preservar sus pinturas, en 1929 se trasladó el culto a una ermita gemela construida a su lado, dejando el edificio original como museo. ;  De martes a domingos y festivos de 9:30 a 20 horas.   Cerrado  los lunes, incluidos festivos, y los días 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre.   Último pase de visita:  20 minutos antes del cierre (el desalojo de las salas comenzará 10 minutos antes)   Por motivos de conservación, el aforo máximo es de 50 personas en el interior de la capilla.  Los sábados que se celebren Visitas animadas para familias se interrumpirá la visita durante el desarrollo de las mismas.  Este horario y la apertura de salas pueden sufrir modificaciones, por favor, confírmelo en el teléfono de información del museo.  ; Tienda, en la que se pueden adquirir las guías y publicaciones sobre la ermita editadas por el Museo y otros organismos públicos, así como catálogos y publicaciones de instituciones culturales del Ayuntamiento de Madrid. ; Metro: Príncipe Pío (líneas 5, 10 y ramal Ópera - Príncipe Pío)  Bus: 41, 46 y 75 (Intercambiador Príncipe Pío)  Renfe: Príncipe Pío ;SAN ANTONIO DE LA FLORIDA;GLORIETA;5;28008;MONCLOA-ARAVACA;40.425.256.682.855.800;-3.725.725.718.176.110;"915 420 722 / 917 011 863                                                                                                                              
";Monumento
Ermita de San Isidro;;   Ermita:  sábados de 11 a 13 horas (celebración de la Eucaristía a las 12 horas).   Fuente del Santo:  sólo permanece abierta desde la semana anterior a la fiesta de San Isidro hasta la semana posterior.   Oficio en rito hispano mozárabe:  los días 2 de enero a las 18 horas (comienzo del año Caput anni) y 11 de mayo a las 18,30 horas (aniversario de la dedicación).  ;; Metro: Laguna (línea 6), Urgel (línea 5)  Renfe: Laguna (línea 5)  Bus: 25 ;ERMITA DEL SANTO;PASEO;78;28019;CARABANCHEL;4.039.949.832.410.480;-373.168.274.610.084;915 690 055;Monumento
Ermita de Santa María la Antigua;;;;Bus: 34, 108;MONSEÑOR OSCAR ROMERO;CALLE;1;28025;CARABANCHEL;40.380.299.379.931.600;-3.741.676.977.905.720;914 628 536 (Parroquia de San Sebastián Mártir);Monumento
Ermita Virgen del Puerto;;;; Metro: Puerta del Ángel (línea 6), Príncipe Pio (líneas 6 y 10)  Renfe: Príncipe Pío (líneas 1, 7 y 10)  Bus: 25, 31, 33, 39, 41, 62, 65, 138 ;VIRGEN DEL PUERTO;PASEO;4;28005;CENTRO;4.041.556.461.689.200;-37.211.426.105.677.400;;Monumento
Estación ferroviaria Madrid Puerta de Atocha; Edificio con carácter monumental construído en 1889 por Alberto del Palacio para la Compañía Madrid - Zaragoza - Alicante, en sustitución de la de los años 50 ;  Horario de la estación: de 5 a 1 horas  Horario de atención al cliente: de 6:30 a 22:30 horas  Horario de información: de 6:30 a 22:30 horas  Venta inmediata de billetes: de 5:30 a 22:30 horas  Venta anticipada de billetes: de lunes a viernes, excepto festivos: de 10 a 20 horas  Horario recogida venta telefónica: de 5:30 a 22:30 horas  Máquinas autoventa multiproducto: de 5:30 a 23:50 horas  Horario consignas: de 5:30 a 22:20 horas  ; Aseos, cafetería restaurante, cajeros automáticos, aparcamiento, comisaría de Policía Nacional, consigna, tiendas, servicios de alquiler de coches y de cambio de moneda, información turística, librería, recogida de billetes de venta telefónica e internet y sala Club   Servicios adaptados : atención a viajeros con discapacidad - aseos para personas con discapacidad - Vestíbulo zona comercial - Sillas de ruedas - Ascensores adaptados  - Andenes adpatados   Servicio Dialoga : información telefónica de Adif a través del móvil con conexión de datos para personas sordas y con discapacidad auditiva:  telesor.es  ; Metro: Atocha Renfe (línea 1)  Bus: 10, 19, 24, 47, 55, 57, 85, 102  Renfe: Atocha ;EMPERADOR CARLOS V;PLAZA;S/N;28012;CENTRO;40.409.567.615.732.200;-3.692.651.480.759.630;"902 432 343 (Información de estaciones) /                                         
902 320 320 (Renfe: información, reserva, venta, cambio y anulación de billetes) /                                      
902 240 505 (Viajeros con discapacidad) ";Monumento
Fundación BBVA. Palacio del Marqués de Salamanca;;;;;RECOLETOS;PASEO;10;28001;SALAMANCA;4.042.144.182.034.700;-36.910.993.927.829.500;91 537 69 64 (Fundación BBVA);Monumento
Fundación de los Ferrocarriles Españoles (Palacio de Fernán Núñez);  Fines:  tiene encomendada la recuperación, custodia y difusión del patrimonio histórico, cultural, científico y tecnológico ferroviario. ;;Biblioteca; Metro: Antón Martín (línea 1), Atocha (línea 1) , Lavapiés (línea 3).  Bus: 6 , 10 , 14 , 26 , 27 , 32 , 34 , 37 , 45 , 59 , 85 , C1.  Renfe: Atocha. ;SANTA ISABEL;CALLE;44;28012;CENTRO;4.040.981.202.127.930;-36.969.557.849.817.500;"915 276 172      
";Monumento
Galeria de Cristal del Palacio de Cibeles;" Una gran bóveda acristalada, de geometría irregular y forma orgánica, cobija  2.800  m&sup2;    de este lugar de representación, celebración y encuentro para los ciudadanos, bajo el cielo de Madrid. Eleva a 30 metros de altura su transparente levedad (500 toneladas). Etá construida con casi 2.000 cristales triangulares, todos diferentes entre sí, formados por 2.966 barras y 1.034 nudos unidos uno a uno.  Tras haber sufrido diversas alteraciones, este espacio, que nace al cubrir el antiguo pasaje Ruiz de Alarcón, antes ocupado por vehículos de reparto de correo, restaurado y rehabilitado, constituye un elemento esencial de la sede del Ayuntamiento de Madrid. "; Domingos y festivos de 11 a 20 horas ;; Metro: Banco de España (línea 2)  Bus: 1, 2, 5, 9, 10, 15, 20, 27, 34, 45, 51, 52, 53, 74, 146, 150   Renfe: Recoletos ;MONTALBAN;CALLE;1;28014;RETIRO;40.418.291.440.980.200;-369.213.979.278.398;"915 217 170          
";Monumento
Iglesia Catedral de las Fuerzas Armadas;;;; Metro: Ópera (Líneas , Ramal , 2 , 5)  Bus: 3 , 17 , 25 , 31 , 33 , 39 , 41 , 50 , 65 , 138 , 148  ;SACRAMENTO;CALLE;11;28005;CENTRO;40.414.889.947.123.700;-37.122.600.779.776.700;915 473 624;Monumento
Iglesia Corpus Christi (Jerónimas Recoletas);;;; Metro: Ópera ( Lineas, Ramal , 2 , 5 )  Sol ( Líneas, 1 , 2 , 3 ) La Latina ( Línea, 5 )  Bus: 3 , 6 , 17 , 18 , 23 , 25 , 26 , 31 , 32 , 39 , 50  , 51 ,  65 , 148 ,                     ;CONDE DE MIRANDA;PLAZA;3;28005;CENTRO;4.041.481.486.646.870;-37.098.194.568.632.300;915 483 701;Monumento
Iglesia de las Calatravas (Concepción Real de Calatrava);;;; Metro: Sevilla (línea 2)  Bus: 1, 2, 3, 5, 9, 14, 15, 20, 27, 37, 40, 45, 46, 50, 51, 52, 53, 74, 146, 150, 202 ;ALCALA;CALLE;25;28014;CENTRO;40.418.196.333.786.000;-3.698.963.613.858.250;915 218 035;Monumento
Iglesia Madres Redentoristas;;;; Metro: Carabanchel Alto ( Línea, 11)  Bus: 34 , 35 , 47 , 121 , 131 , 139 ;MADRE CELESTE;CALLE;1;28044;CARABANCHEL;4.037.319.952.563.820;-3.755.699.003.858.800;915 086 800;Monumento
Iglesia San Antonio de los Alemanes;;;; Metro: Callao (líneas 3 y 5), Gran Vía (líneas 1 y 5)  Bus: 1, 2, 46, 74, 146, 202        ;PUEBLA;CALLE;22;28004;CENTRO;4.042.195.996.338.600;-37.022.913.826.706.000;915 223 774;Monumento
Iglesia San Ildefonso (Monasterio de las Trinitarias Descalzas);;; El monumento conmemorativo alberga los restos hallados en la cripta del convento. Con la colocación de los restos de Miguel de Cervantes en la nave de la actual iglesia del siglo  XVIII   se cumple la voluntad testamentaria del autor de 'El Quijote'. Miguel de Cervantes, que fue enterrado en la primitiva iglesia el 23 de abril de 1616, expresó en su última voluntad descansar allí en agradecimiento a los Trinitarios que le liberaron de los cinco años y medio de cautiverio en Argel, en manos de los piratas berberiscos.  ; Metro: Antón Martín (Línea 1), Sevilla (Línea 2)  Bus: 5,  6, 9, 10, 14, 15, 20, 26, 27, 32, 34, 37, 45, 51, 52, 53, 150  ;LOPE DE VEGA;CALLE;18;28014;CENTRO;4.041.367.254.153.840;-36.976.792.276.700.900;914 295 671;Monumento
Iglesia San Pedro el Viejo;;;; Metro: La Latina (Línea 5) Tirso de Molina (Línea 1)  Bus: 3 , 6 , 17 , 18 , 23 , 26 , 31 , 32 , 35 , 41 , 50 , 60 , 65 , 148 , 749 ;NUNCIO;CALLE;14;28005;CENTRO;4.041.320.112.124.680;-371.000.286.701.288;913 651 284;Monumento
Instituto Cervantes; El antiguo Banco Español del Río de la Plata eligió para su construcción el solar en el que estuvo situado el palacio de Casa Irujo y seleccionó a dos arquitectos de la época, Palacios y Otamendi. Para algunos autores es su mejor edificio, dentro de ese característico estilo grandioso y monumental que incorpora los órdenes clásicos con vigor, rotundidad y correcta modulación y los conjuga con la innovación de las superficies lisas de grandes vanos acristalados. En el chaflán, un grupo de cariátides preside la entrada. Ese mismo argumento de monumentalidad fue el que se utilizó para conceder la licencia constructiva, pues el exceso de altura (25 metros en vez de los 18 permitidos) retrasó el permiso para iniciar las obras. La gran carga simbólica del edificio se subrayaba en el patio central de operaciones, que abarcaba la altura de todas las plantas y se remataba con una magnífica cúpula vidriera. En torno a él se abrían perimetralmente las distintas dependencias bancarias, conjugando asimismo modernidad y monumentalidad en los elementos constructivos. Ese grandioso espacio central se perdió con la reforma y ampliación de la década de 1940, en la que se añadió un nuevo edificio por la calle del Barquillo y se cambió por completo el interior. La fachada de esta ampliación aspira a repetir el esquema de Palacios y Otamendi sin mimetizarlo. ;  Recepción: 8 a 19 horas  Registro:   lunes a jueves: de 8 a 15 horas  Viernes: de 9 a 14 horas    Exposiciones: consultar programa  ;  Biblioteca  Canal de televisión a través de internet (24 horas de emisión)  cervantestv.es   ; Metro: Banco de España (línea 2)  Bus: 1, 2, 5, 20, 51, 52, 53, 74  Renfe: Recoletos ;ALCALA;CALLE;49;28014;CENTRO;40.419.245.261.976;-36.953.321.647.484.300;914 367 600;Monumento
Instituto Italiano de Cultura de Madrid;  Objetivo : promover y difundir la lengua y la cultura italianas en España a través de la organización de actividades culturales para favorecer la circulación de las ideas, de las artes y de las ciencias.  ; Invierno: de lunes a viernes de 9 a 18 horas  Verano: de 9 a 14 horas ;  Biblioteca  Cafetería  Exposiciones  Ciclos de cine  Enseñanza del  iItaliano  Salón de actos  ; Metro: Opera (líneas 2, 5, R)  Bus: 3, 25, 39, 148 ;MAYOR;CALLE;86;28013;CENTRO;4.041.523.808.103.920;-37.127.823.633.086.300;"915 475 205  / 915 478 603 (Centralita)                 
";Monumento
Ministerio de Hacienda y Administraciones Públicas. Dirección General de Patrimonio del Estado;;;; Metro: Sol (líneas 1, 2, 3)  Bus: 5, 150   Renfe: Sol ;ALCALA;CALLE;9;28014;CENTRO;40.417.489.335.230.300;-37.011.604.823.997.800;915 958 000;Monumento
