NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;NOMBRE-VIA;CLASE-VIAL;NUM;CODIGO-POSTAL;DISTRITO;LATITUD;LONGITUD;TELEFONO;TIPO
Jardines de San Fernando; Jardines ubicados alrededor de la Parroquia de San Fernando, delimitados por las Calles Alberto Alcocer, Doctor Fleming, Juan Hurtado de Mendoza y Juan Ramón Jiménez. Presenta extensas superficies de césped, macizos arbustivos varios, dos zonas infantiles y amplias zonas estanciales terrizas.                            ;;  Zonas infantiles  ; Metro: Cuzco (línea 10)  Bús: 5, 11, 40, 140, 150 ;ALBERTO ALCOCER;AVENIDA;9;28036;CHAMARTIN;4.045.978.849.094.370;-3.687.352.342.212.420;; Parque
Jardines del Arquitecto Ribera; Estos jardines forman unidad con el edificio del Museo y Biblioteca Municipal. La zona se encuentra presidida por una hermosa fuente llamada de Antonio Martín o de la Fama.                                              ;;; Metro: Tribunal (líneas 1 y 10)  Bus: 3, 40, 149 ;BARCELO;CALLE;2;28004;CENTRO;4.042.640.449.792.330;-37.002.981.748.621.900;; Parque
Jardines del Descubrimiento; Plaza idónea para la realización de eventos varios entre el Paseo de Recoletos y el Paseo de la Castellana rodeada de bonitos jardines. En ella se sitúa la estatua en honor a Cristóbal Colón y una fuente que representa el descubrimiento de América. Además en ella hay un gran mástil con la bandera de España.   Otras denominaciones:  Jardines de la Plaza Colón                                           ;;  Aseo público  ; Metro: Colón (línea 4) y Serrano (línea 4)  Bus: 1, 5, 9, 14, 19, 21, 27, 45, 51, 53, 74 y 150 ;GOYA;CALLE;2;28001;SALAMANCA;4.042.518.540.300.910;-36.887.800.207.651.400;; Parque
Jardines del Doctor Fleming; Jardines situados junto a bloques de viviendas en la Calle Doctor Fleming, que presentan mayoritariamente praderas delimitadas por borduras de seto.                       ;;; Metro: Cuzco (línea 10) Bus: 27, 40 , 126, 147 y 150;DOCTOR FLEMING;CALLE;1;28036;CHAMARTIN;4.045.454.215.758.870;-36.893.863.385.035.700;; Parque
Jardines del Mundial. Castellana; Jardineras de obra con especies arbóreas específicas de diferentes países.  Parque conmemorativo de los Mundiales de Fútbol 1982, posee especies originales de otros países.                                              ;;; Metro: Santiago Bernabéu (línea 10)  Bús: 14, 27, 40, 126, 147, 150 ;CASTELLANA;PASEO;142;28046;CHAMARTIN;404.530.917.282.714;-36.893.833.082.867.000;; Parque
Jardines del Príncipe de Anglona; Pequeño jardín histórico, situado en pleno centro de Madrid, donde el ciudadano puede disfrutar de un remanso de paz, dentro del estruendo de la ciudad. Antiguamente lugar de recreo de los distintos propietarios del palacio contiguo. Se trata de un jardín que aun conserva su estructura original, pese a haber sido reformado en varias ocasiones, con caminos de ladrillos aparejados a sardinel. Destacan varios arbustos singulares y una gran pérgola de rosales trepadores.                                                                        ; Invierno: de 10 a 18 horas.  Verano: de 10 a 22 horas. ;; Metro: La Latina (línea  5 )  Bus:  3  ,  31  ,  50  ,  65  ,  148  ;PAJA;PLAZA;6;28005;CENTRO;40.413.417.349.090.700;-3.711.466.649.831.880;; Parque
Jardines Gregorio Ordóñez; Jardines en memoria de Gregorio Ordóñez. Este cuidado jardín presenta dos amplias zonas infantiles, para diversión de los pequeños y posee un pequeño estanque en el centro del mismo rodeado de distintas especies de palmeras.                                                            ;;; Metro: Núñez de Balboa (líneas 5 y 9)  Bus: 1, 29, 52, 74 ;PRINCIPE DE VERGARA;CALLE;68;28006;SALAMANCA;4.043.346.186.779.770;-36.785.954.778.654.100;; Parque
Jardín Concejal Alejandro Muñoz Revenga; Plaza pavimentada con gran superficie de arbustos y una zona infantil                                                                                                                                           ;;  Zonas infantiles  ;Bus: 2, 16, 61 y 202;MELENDEZ VALDES;CALLE;32;28015;CHAMBERI;4.043.304.334.055.120;-3.712.227.582.685.090;; Parque
Jardín de Embajadores M-30 (Madroños); Pequeño parque limítrofe con la M-30, de diseño moderno, cuya función es actuar como barrera acústica.                                                                       ;;  Instalaciones deportivas  ;Bus: 62 y 88;PUERTO DE LA CRUZ VERDE;CALLE;29;28045;ARGANZUELA;4.038.418.473.435.090;-3.685.817.452.497.560;; Parque
Jardín de la Colonia Congosto; Área ajardinada formada por una gran zona estancial localizada en torno a la cafetería existente. El parque presenta gran cantidad de macizos arbustivos así como ejemplares arbóreos bien establecidos.   Otras denominaciones    Parque Congosto  Parque Camino Congosto                               ;;; Metro: Congosto (línea 1)  Bus: 54 y L1 ;CONGOSTO;CALLE;70;28031;VILLA DE VALLECAS;4.037.089.825.532.690;-3.618.365.854.832.580;; Parque
Jardín de Larra; Zona verde de ubicación privilegiada, ya que se encuentra frente a la Catedral de la Almudena y el Palacio Real. En forma de talud, separa las distintas alturas a las que se encuentran las calles que lo delimitan, Bailén y Factor, atravesándolo un pequeño camino terrizo.                                                               ;;; Metro: Opera (líneas 2, 5 y ramal) Bus: 3, 148;FACTOR;CALLE;7;28013;CENTRO;4.041.631.909.566.780;-3.712.793.771.176.400;; Parque
Jardín de las Bellas Artes; Talud ajardinado junto al paseo de la Castellana. Dispone de una fuente ornamental con un monumento en memoria de Isabel La Católica. Se trata de taludes con pradera y arbolado de gran porte y gran valor tanto botánico como ornamental. Rodea al Museo de Ciencias Naturales y a la                                                              Universidad Politécnica de Industriales.   Otras denominaciones:  Jardín Museo Nacional de Ciencias Naturales                                                                     ;;; Metro: Gregorio Marañón (líneas 7 y 10)  Bús: 7, 12, 14, 27, 40, 45, 147 y 150 ;CASTELLANA;PASEO;78;28046;CHAMARTIN;404.390.037.057.741;-36.905.481.652.485.300;; Parque
Jardín del Bulevar de Peña Gorbea;                                                                        ;;; Metro: Puente Vallecas (línea 1)  Bus: 10, 24, 54, 57, 58, 310 y 410 ;PEÑA GORBEA;CALLE;17;28053;PUENTE DE VALLECAS;403.957.812.018.463;-36.670.346.724.676.100;; Parque
Jardín del Maestro Padilla; Jardín urbano, distribuido en  dos alturas, donde predomina el pino piñonero y el tilo, con una pequeña zona infantil, muy próximo al Río Manzanares.                                                                         ;;  Zonas infantiles  ;Bus: 25, 33, 39, 41, 68, 69, 138;SAN ALEJANDRO;CALLE;1;28005;ARGANZUELA;40.404.491.323.444.900;-37.213.308.239.798.600;; Parque
Jardín del Templo de Debod; Jardines diseñados para acompañar al templo donado por Egipto a España en 1968, y que fue instalado en el lugar ocupado por el antiguo Cuartel de la Montaña. Con dos grupos de cipreses ejemplares, a modo de grandes columnas de recibimiento, se divide en dos ámbitos a derecha e izquierda. El templo se sitúa con orientación  E-O , acompañado por dos sencillas láminas de agua sin caños ni surtidores, que forman una figura troncocónica de reminiscencias egipcias con dos anchos paseos laterales que desembocan en un balcón. Desde aquí se puede contemplar la famosa cornisa del Manzanares, con el Palacio Real, la Casa de Campo y los atardeceres más hermosos de Madrid. Los parterres del jardín, que se desarrollan a ambos lados, sólo realizan la función de marco vegetal de esta atractiva perspectiva, y se cierran en sí mismos con plazas, plátanos de alineación y grupos de palmitos y plantas mediterráneas sobre las praderas.                             ;;  Zonas Infantiles  ; Metro: Plaza de España (líneas 3 y 10), Ventura Rodríguez (línea 3)  Bus: 25, 33, 39, 46, 74, 75, 148 ;FERRAZ;CALLE;1;28008;MONCLOA-ARAVACA;4.042.425.096.551.590;-3.716.531.855.540.270;; Parque
Jardín Dionisio Ridruejo;  Otras denominaciones:  Parque de Martala.                       ;;  Zonas infantiles  Instalaciones deportivas  ;Bus: 30 y 32;MOLINA DE SEGURA;CALLE;4;28030;MORATALAZ;4.040.748.540.000.100;-3.638.052.155.862.270;; Parque
Jardín Doña Concha Piquer; Pequeño parque con dos zonas infantiles y varias zonas estanciales, una gran densidad de arbolado que da cobijo a los visitantes en los calurosos días de verano.                                                             ;;  Zonas infantiles  ; Metro: Pirámides (línea 5)  Bus: 18 , 23 , 34 , 35 , 36 , 116 , 118 , 119 ;IMPERIAL;PASEO;93;28005;ARGANZUELA;40.402.080.397.498.900;-3.714.965.086.287.460;; Parque
Jardín el Torero; Zona verde formada por zonas terrizas y praderas de césped comunicadas entre sí por caminos adoquinados. Cuenta con dos pistas deportivas y una zona infantil. En el parque se pueden encontrar diversas especies arbóreas pero se observa un notable predominio de coníferas.                         ;;  Zonas infantiles  Instalaciones deportivas   ;Bus: 23 , 55 , 60 ;TORERO;CALLE;6;28026;USERA;4.039.218.269.145.890;-37.056.345.651.289.400;; Parque
Jardín Fachada Pirámides I; Pequeño parque situado entre dos vías importantes de Madrid como son la calle Toledo y el paseo de las Acacias.                                                                ;;; Metro: Pirámides (Linea 5)  Bus: 18, 23 , 34, 35, 36, 116, 118, 119 ;ACACIAS;PASEO;60;28005;ARGANZUELA;4.040.148.810.908.030;-3.713.132.255.123.730;; Parque
Jardín Glorieta de Azorín;" Pequeño jardincillo situado en la denominada Cuesta de la Vega, bajo la Catedral de la Almudena. Le debe su nombre al escritor José Martínez Ruiz &quot;Azorín&quot;.                                                             ";;;Bus: 31 , 41 , 50 , 65;VEGA;CUESTA;3;28013;CENTRO;40.414.757.673.901.900;-37.161.718.357.850.400;; Parque
Jardín Jazmín. Parque de la Cornisa;" Parque formado en su totalidad por pradera natural; plantaciones arbóreas y herbáceas en su mayoría, situado en la cubierta de las Cocheras de metro. Debido a sus limitaciones en suelo se ha diseñado con un claro enfoque sostenible, con plantas adaptadas al escaso espesor del suelo y resistentes a la sequía con un diseño en bandas y riego automático por goteo en la totalidad del parque.    Otras denominaciones  Parque de Cocheras                        ";;  Zonas infantiles  Instalaciones deportivas  ;Bus: 29, 125, 129, 150;ROQUETAS DE MAR;CALLE;10;28033;HORTALEZA;40.481.785.094.079.500;-3.660.098.332.215.650;; Parque
Jardín Palacio O'Reilly; Pequeño jardín interior, dotado de varias especies arbóreas destinadas al uso culinario,  donde puedes esconderte de la bulliciosa ciudad. Utilizado antiguamente como huerto por las hermanas Bernardas(S. XVII).    Otras denominaciones  Huerto de las Monjas                                                                       ; Lunes a viernes: abierto de 6 a 23 horas Fines de Semana: cerrado;;Bus: 31, 50, 65;CRUZ VERDE;PLAZA;2;28005;CENTRO;4.041.418.990.040.180;-37.118.283.820.550.700;; Parque
Pabellón de los Jardines de Cecilio Rodríguez;Entrada por avenida de Menéndez Pelayo, 67 (puerta de Granada) o desde el interior los Jardines de El Buen Retiro.; Visitas a los Jardines:   Octubre a marzo: de lunes a domingo de 10 a 18 horas.  Abril a septiembre: de lunes a domingo de 10 a 20 horas.  El Pabellón no es visitable.;Zona wifi;Bus: 20, 26, 63, C ;URUGUAY;PASEO;;28009;RETIRO;4.041.250.110.617.820;-3.676.499.075.231.230;; Parque
Parque Agustín Rodríguez Sahagún; Parque de grandes dimensiones y dotado de todo tipo de servicios como zonas deportivas e infantiles, aparatos de entrenamiento de mayores.   Parte del parque actualmente en obras, zona junto al Paseo de la Dirección. Fin de obra 2015. Datos referidos                                                a su situación anterior.                                                         ;;  Zonas infantiles  Zonas de mayores  Instalaciones deportivas  Auditorios  Carril Bici   ;Bus: 49 , 126 , 128 ;DIRECCION;PASEO;301;28029;TETUAN;4.047.022.952.429.580;-37.038.792.453.996.300;; Parque
Parque Alcampo;"  Parque formado por paseos y zonas estanciales terrizas delimitadas por praderas, en las que se incluyen plantaciones diversas, entre las que destacan olivos, piñoneros y olmos. El parque está separado de la  C/   C&ordm;  Vinateros por una valla peatonal y un seto de                                                                    durillo.                                                                                           ";;  Zonas infantiles  ; Metro: Estrella (línea 9)  Bus: 20, 30, 32 ;CAMINO DE LOS VINATEROS;CALLE;1;28030;MORATALAZ;40.410.944.943.237.800;-3.660.501.733.743.550;; Parque
Parque Almansa;" Parque emblemático de la zona al ser uno de los más antiguos del distrito. Se compone de arbolado maduro y de parterres de césped abundantes; aunque se ha plantado arbolado nuevo.  Es de gran uso por la juventud de la zona universitaria cercana y por los vecinos. Destaca que su perímetro está compuesto por una valla metálica con varias puertas principales y la ubicación de una caseta de mantenimiento                                                                     ";;;;ALMANSA;CALLE;97;28040;MONCLOA-ARAVACA;40.449.252.672.650.900;-37.133.420.888.843.100;; Parque
Parque Aluche - Poblados; Parque muy céntrico del distrito que cuenta con mucha sombra, agradables zonas de descanso, praderas, fuentes, fútbol sala, zonas infantiles y petancas.                                                             ;;  Zonas infantiles  Instalaciones deportivas  Pistas de petanca  ; Metro: Aluche (linea 5)  Bus: 17, 117, 139  Renfe: Aluche ;GUAREÑA;CALLE;22;28044;LATINA;4.038.543.450.752.230;-3.765.190.215.590.100;; Parque
Parque Alzola; Este parque se encuentra localizado entre la Avenida Rafaela Ybarra y la calle Guetaria, cuenta con praderas de césped y macizos arbustivos y en su parte lateral tiene una amplia zona terriza con arbolado. Las distintas partes del parque se encuentran comunicadas mediante un camino principal de adoquín que lo atraviesa de un extremo a otro. Cuenta en su parte central con una zona infantil cercana a una plaza estancial rodeada de rosales.                       ;;  Zonas infantiles  Parking  ; Bus: 60 , 131  ;BEASAIN;CALLE;2;28041;USERA;4.036.716.919.688.680;-37.136.655.626.692.800;; Parque
Parque Antonio Pirala; Este parque, cuyo diseño corrió a cargo de la arquitecta Myriam Silber Brodsky, fue galardonado en el año 1995 con el premio Alhambra de la Asociación española de Parques y Jardines Públicos.  Está situado en las confluencias de la calle Alcalá con el Puente de Ventas y la M-30 y una plaza aledaña en  C/  Santiago Massarnaú.  Se divide en varias zonas claramente diferenciadas:   Una escalinata conformada por varios tramos con una fuente ornamental en uno de los lados, plantaciones en jardineras de ladrillo y árboles dispuestos en cuadrícula, cuyo entramado se encuentra rodeado de acequias y que desemboca en un área de juegos infantiles y mesas de ajedrez y una segunda fuente ornamental en forma de pirámide truncada escalonada, con parterres que disponen de numerosos bancos.   Un área canina que da paso a varias pistas polideportivas rodeadas de plantaciones de diversas especies.  Una pequeña zona forestal que finaliza en una pasarela.                        ;;  Zonas infantiles  Zonas caninas  Instalaciones deportivas   ; Metro: Carmen, Ventas (linea 5 y linea 2)  Bus: 38, 106, 110, 146, 210 ;ANTONIO PIRALA;CALLE;8;28017;CIUDAD LINEAL;40.428.652.595.625.700;-3.659.649.292.346.210;; Parque
Parque Anunciación; Pequeño parque urbano con estancia de juegos infantiles. Destacan en él sus praderas y sus cedros de gran porte.                                      ;;;Bus: 20, 26, 63.;ANUNCIACION;CALLE;1;28009;RETIRO;4.041.192.841.997.150;-367.583.331.713.166;; Parque
Parque Arquitecto Antonio Palacios; El diseño del parque se basa en círculos concéntricos alrededor de las dos zonas más elevadas del parque. En los taludes de una de ellas se encuentran varias especies de  Juniperus  y los de la otra están tapizados de pradera. En cada círculo aparece una tipología diferente, terrizo, árboles, árboles con arbusto asociado. En la parte sur cuenta con una zona infantil y en la parte norte aparece una zona estancial en un grupo de pinos, que están rodeados por una glorieta circular con bancos, en cuyo centro hay instalada una escultura de acero de tres piezas verticales.                                                                      ;;  Zonas infantiles  Esculturas  ; Metro: Torre Arias (línea 5)  Bus: 28, 48 ;FENELON;CALLE;17;28022;SAN BLAS-CANILLEJAS;4.043.847.239.256.320;-36.087.501.533.089.900;; Parque
Parque Arroyo de los Pinos; Parque de reciente construcción con diferentes especies arbustivas, zonas de recreo y zona infantil.          ;;  Zonas infantiles     ; Metro: Antonio Machado (linea 7) Bus: 132;JOAQUIN LORENZO;CALLE;21;28035;FUENCARRAL-EL PARDO;4.047.343.735.166.940;-37.241.915.440.169.000;; Parque
Parque Arroyo Fontarrón; Zona verde periférica en talud que conecta los bordes de los barrios de Moratalaz con el lateral de la autovía A-3. Se diferencian dos zonas: una forestal y otra con plantaciones de árboles y arbustos ornamentales. El límite con la  C/  Arroyo Fontarrón es un paseo arbolado terrizo con carril bici.                            ;;  Zonas infantiles  Zonas caninas   ;Bus: 8, 20, 30, 100;ARROYO FONTARRON;CALLE;22;28030;MORATALAZ;4.039.476.596.114.840;-36.361.646.051.817.500;; Parque
Parque Arroyo Fresno;Zona Verde que consta de una parte ajardinada con césped y arbolado joven y otra parte más forestal con una lámina de agua de gran tamaño. También limita el parque una franja del carril bici que circunda Madrid y es de gran uso vecinal.                                                              ;;  Zonas infantiles  Instalaciones deportivas  Zona de petancas  ;Bus: 49;VENTISQUERO DE LA CONDESA;AVENIDA;43;28035;FUENCARRAL-EL PARDO;4.049.284.296.962.050;-37.169.069.720.385.400;; Parque
Parque Avenida de Portugal; Es una zona con parterres de diseño y floridos cerezos, ya que esta carretera va hacia Extremadura, zona conocida por este tipo de planta. De reciente construcción, ha dado a la zona un nuevo enfoque, además de cambiar radicalmente todo su entrono, ya que está construido sobre el nuevo túnel de la A-5. El adoquín es en forma de mosaico negro y beigue recordando los suelos lisboetas.                            ;;;Bus: 25, 33, 31, 36, 39, 65, 138;A-5;AUTOVIA;300;28011;LATINA;4.041.214.880.704.310;-37.356.620.312.409.300;; Parque
Parque Azorín; Este parque es el más emblemático y antiguo del distrito Puente de Vallecas, ya que data de los años 50. Se caracteriza por situarse en pendiente, a tres alturas: desde la zona destinada a uso infantil, la más baja, pasando por una zona de transición de paseos hasta la más alta donde existe una lámina de agua y juego de mayores.                      ;;  Zonas infantiles   Zonas de mayores  Instalaciones deportivas  Fuente ornamental  ; Metro: Buenos Aires (línea 1)  Bus: 10, 54, 58, 103, 136 ;ALBUFERA;AVENIDA;142;28038;PUENTE DE VALLECAS;4.039.144.717.132.170;-36.545.377.410.677.400;; Parque
Parque Barrio Las Musas; Zona verde diseñada en dos alturas, separadas mediante una rampa. La zona más baja, con entrada por Avda de Niza, se compone de unos terrizos sobre los que se asientan dos áreas infantiles y dos alineaciones de árboles. El talud que separa las dos zonas está cubierto con diversas plantas aromáticas. La zona más elevada es un terrizo con arbolado disperso, cruzado por un camino de loseta hidráulica y que dispone de unos bancos corridos dispuestos de forma circular. Entre esta explanada y la  C/  Julia García Boután aparecen una serie de paseos pavimentados rodeados de zonas de pradera, que a su vez están delimitadas por setos de aligustre, contando así mismo con arbolado consolidado de diferentes especies.                                                                                                                    ;;  Zonas Infantiles  ; Metro: Las Musas (linea 7)  Bus: 38, 140  ;NIZA;AVENIDA;55;28022;SAN BLAS-CANILLEJAS;4.043.173.953.068.980;-3.607.628.369.908.830;; Parque
Parque Begoña; Parque muy visible desde la M-30 con un gran talud de pradera. Tiene zonas infantiles a la salida del metro, lugares estanciales muy cómodos y campos de fútbol sala y baloncesto.             ;;; Bus: 125 y 135  RENFE: Ramón y Cajal ;SAN MODESTO;CALLE;1;28034;FUENCARRAL-EL PARDO;4.048.390.626.699.560;-3.687.220.746.230.510;; Parque
Parque Biosaludable; El Parque Biosaludable es el fruto de la recuperación ambiental de una zona de vertidos incontrolados en una zona verde. Aunque de reciente creación, se ha convertido en un lugar imprescindible de encuentro y esparcimiento en el distrito de Barajas. El parque se encuentra mayoritariamente formado por un pinar de pino carrasco con ejemplares de olivo y   alcornoque intercalados. Un bosque de encinas, plantado durante una actividad escolar, ocupa la zona más occidental del parque. Aunque la mayoría de los árboles son todavía jóvenes, podemos encontrar ejemplares de pino piñonero   y varios de castaños de indias   de gran porte y belleza. Varias zonas estanciales permiten disfrutar más tranquilamente de este lugar. Un carril bici cruza el parque uniendo el barrio Alameda de Osuna, en la zona conocida como Vía de la Gasolina, con el anillo ciclista y el parque Juan Carlos  I .                       ;;  Zonas caninas  Instalaciones deportivas   ; Metro: El Capricho (línea 5)  Bus: 101, 114, 115 y 151 ;ALAMEDA DE OSUNA;PASEO;8;28042;BARAJAS;40.452.057.731.817.300;-36.036.483.614.197.700;; Parque
Parque Camino de Vasares; Zona verde formada por diversas zonas estanciales tanto terrizas como pavimentadas con plantaciones diversas.    Otras denominaciones  Parque Vasares                        ;;  Zonas Infantiles  ; Bus: 54, 58, 103, 142 y N9  Metro: Villa de Vallecas (línea 1) ;VASARES;CAMINO;4;28031;VILLA DE VALLECAS;4.038.328.847.671.290;-3.617.866.520.556.780;; Parque
Parque Campo de la Paloma;" Zona verde de estilo francés, formada por una parte central, estancial, donde existe un templete, y rodeada por diversos parterres ajardinados. Las zonas que limitan con la calle &quot;Campo de la Paloma&quot; están formadas por extensas praderas.                                                      ";;  Zonas infantiles   Zonas caninas   ;;RAFAEL ALBERTI;AVENIDA;38;28018;PUENTE DE VALLECAS;4.038.339.946.706.650;-3.643.762.543.356.840;; Parque
