NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;NOMBRE-VIA;CLASE-VIAL;NUM;CODIGO-POSTAL;DISTRITO;LATITUD;LONGITUD;TELEFONO;TIPO
Museo ABC;Centro de arte, dibujo e ilustración. ;  De martes a sábados: de 11 a 20 horas  Domingos: de 10 a 14 horas   ;; Metro: San Bernardo (líneas 2, 4), Noviciado (línea 2), Ventura Rodríguez (línea 3), Plaza de España (líneas 3, 10)  Bus: M2, 3, 147 ;AMANIEL;CALLE;29;28015;CENTRO;4.042.740.213.531.280;-370.955.095.379.701;917 588 379;Museo
Museo Africano Mundo Negro;Situado en los locales de los Misioneros de Madrid y abierto al público en 1985, se propone divulgar la cultura africana, promoviendo el conocimiento de la vida, de la historia y de las diversas culturas africanas. ;   Grupos con cita previa : de lunes a sábado   Particulares  (visitas guiadas): domingos a las 11,30 horas   Cerrado : julio, agosto y septiembre  ;;Bus: 11, 70, 114, 115, 122, 200;ARTURO SORIA;CALLE;101;28043;CIUDAD LINEAL;40.449.455.579.055.800;-3.651.503.432.956.760;914 152 412;Museo
Museo Arqueológico Nacional; Construído en 1866 según proyectos de Jareño y Alarcón y terminado por Ruiz de Salces. Ocupa el mismo edificio que la Biblioteca Nacional. De estilo neoclásico. ;  De martes a sábados de 9:30 a 20 horas  Domingos y festivos de 9:30 a 15 horas     Cerrado    Todos los lunes del año.  1 y 6 de enero, 1de mayo y 24, 25 y 31 de diciembre    Horario de cierre de las taquillas: 15 minutos antes del cierre del Museo.  En caso de que el aforo esté completo, el Museo podrá cerrar el acceso con anterioridad, lo que se comunicará in situ a los visitantes. ;  Sistema de bucle inductivo de audio para personas con problemas de audición en la proyección audiovisual  y áreas de atención a público  Acceso para personas con movilidad reducida   Actividades culturales y didácticas   Visitas para grupos previa concertación de cita   Publicaciones   Servicio fotográfico  ; Metro: Serrano (línea 4), Colón (línea 4), Velázquez (línea 4)  Bus: 1, 2, 5, 9, 14, 15, 19, 20, 21, 27, 28, 37, 45, 51, 52, 53, 74, 146, 150, 203  Renfe: Recoletos (línea C-1, C-2, C-7, C-8 y C-10) ;SERRANO;CALLE;13;28001;SALAMANCA;4.042.326.842.040.790;-36.884.539.762.461.900;"915 777 912                                                            
                                                                            
";Museo
Museo Casa de la Moneda; El Museo Casa de la Moneda alberga colecciones numismáticas y de artes gráficas: importantes dibujos, estampas, loterías, sellos,... Se trata de la que posiblemente sea la mayor exposición numismática del mundo, cubriendo la historia de la moneda desde el siglo  VII a.C.  hasta nuestros días. ;"  De martes a viernes ininterrumpidamente de 10 a 17:30 horas. Sábados, domingos y festivos de 10 a 14 horas.  Cerrado los lunes, y los días 1 y 6 de enero; 19 de marzo, 2, 3, 4 y 5 de abril; 1, 2, 3 y 15 de mayo; 24, 25 y 31 de diciembre.  ";El público puede acuñar una moneda durante su visita. Accesible a personas con minusvalía (física y sensorial). Visitas guiadas e introduce la lengua de signos para personas sordas ;" Metro: O&acute;Donnell (línea 6)  Bus: 2, 28, 30, 56, 71, 143, C ";DOCTOR ESQUERDO;CALLE;36;28028;SALAMANCA;4.042.258.896.520.150;-36.691.501.169.061.000;"915 666 544                      
";Museo
Museo Cerralbo; Este Palacio, construido entre 1883 y 1893, fue concebido como vivienda y como museo para sede de las obras de arte reunidas por los Marqueses de Cerralbo y sus hijos, los Marqueses de Villa Huerta, durante los numerosos viajes que realizaron por España y Europa.   Objetivos y Fines de la Fundación Cerralbo (en la misma sede)    Velar porque las colecciones no se disgreguen ni enajenen y permanezcan reunidas en su sede de Ventura Rodríguez.   Conceder premios y becas para artistas e investigadores y celebrar actos culturales.   Colaborar en la custodia, exhibición y mejora del patrimonio que el Estado heredó del Marqués, perpetuando así su memoria.   ;  De martes a sábado de 9:30 a 15 horas   Jueves de 17 a 20 horas. Excepto festivos.   Domingos y festivos de 10 a 15 horas.    Cerrado todos los lunes, y los días 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre y una fiesta local.   ;  Biblioteca  Sala de Exposiciones  Sala de Conferencias  Gabinete dietético  Gabinete de dibujo y laboratorio de restauración  ; Metro: Ventura Rodríguez (línea 3), Plaza de España (líneas 3, 10)  Bus: 1, 2, 3, 25, 39, 44, 46, 74, 75, 133, 138, 148, 202, 749, C1, C2 ;VENTURA RODRIGUEZ;CALLE;17;28008;MONCLOA-ARAVACA;4.042.376.732.078.650;-37.146.170.388.153.400;915 473 646 / 47;Museo
Museo Colecciones del Instituto de Crédito Oficial (ICO); El Museo Colecciones  ICO  abrió sus puertas al público en marzo de 1996. Su objetivo era difundir la colección de arte del Instituto de Crédito Oficial, una de las más importantes de arte español contemporáneo.  ;  De martes a domingo: de 11 a 20 horas  Festivos: de 10 a  14 horas      Cerrado:  Todos los lunes del año (incluidos festivos) y los días 1 de enero, 1 de mayo y 25 de diciembre.   ;  Colecciones:  Suite Vollard, de Pablo Picasso - Pintura Española Contemporánea - Escultura Moderna Española con Dibujo.   Servicios:  además de exponer y difundir sus propios fondos, trabaja en la realización de exposiciones temporales que parten, principalmente, de tres líneas. La primera está dedicada a la realización de exposiciones de  arquitectura y diseño , tanto de arquitectos nacionales como de ámbito internacional. La segunda línea se dedica a la colaboración anual que el museo mantiene con el festival de fotografía  PHotoEspaña  y que ha permitido la exposición de reputados artistas como Man Ray o Dorothea Lange. Por último, la tercera de estas líneas está dedicada a la difusión de la  obra poco conocida de artistas presentes en las colecciones  ICO .  Esta política expositiva ha permitido conocer nuevas facetas de artistas como Susana Solano, Guillermo Pérez Villalta o Darío Urzay.  ; Metro: Banco de España (línea 2) , Sevilla (línea 2)  Bus: 5, 9, 15, 10, 14, 27, 34, 37, 45, 51, 150 ;ZORRILLA;CALLE;3;28014;CENTRO;4.041.675.330.128.860;-36.977.346.235.068.300;914 201 242;Museo
Museo de Aeronáutica y Astronáutica; Emplazado en Cuatro Vientos desde 1966, tiene como objetivo narrar la historia y el desarrollo científico - técnico de la Aeronáutica y Astronaútica españolas con 150 aeronaves, uniformes, condecoraciones, maquetas, armamento y una destacada colección de motores en 70.000  m2  , distribuidos en siete hangares y siete plataformas al aire libre.  ;  De martes a domingo de 10 a 14 horas.  Cerrado los días 1 y 6 de enero, el mes de agosto, Jueves y Viernes Santos, 12 de octubre, 10 de diciembre (Patrona de Aviación), 24,25 y 31 de diciembre.  ;  Aparcameinto: gratuito, de 10 a 14 horas  Cafetería: de 10 a 13:30 horas  Punto de venta: de 10 a 13:30 horas  Visitas guiadas para grupos: de martes a domingo de 10 a 14 horas, previa petición de autorización por carta o correo electrónico (museodelaire@ea.mde.es). Se recomienda anticipar las peticiones por teléfono de lunes a viernes. Grupo mínimo de 10 personas  Obtención de fotografías y/o filmaciones   Tratándose de fotografías o filmaciones para uso particular no es necesario pedir ningún tipo de autorización  Es necesaria la solicitud de permiso previo mediante fax 917 106 847, si el objetivo es la difusión por medios de comunicación. El permiso se ajustará a lo dispuesto en la Instrucción 65/2004, de 31 de marzo, del Secretario de Estado de Defensa     Para más información teléfono 915 091 690 ; Metro: Cuatro Vientos (línea 10)  Bus: 518, 521, 522, 523 ;A-5;AUTOVIA;10.500;28024;LATINA;403.733.013.700.739;-3.798.200.034.372.680;915 091 690 (centralita);Museo
Museo de América; Colecciones arqueológicas, etnográficas y de arte colonial traídas a España entre los siglos XVI y XX, cuya temática abarca desde la Prehistoria americana hasta la actualidad. Destacan el Tesoro de los Quimbayas, los Enonchados de la Conquista de México y las colecciones europeas más antiguas sobre los indios de las praderas.   Página web del Museo de América  ;  Horario:    De martes a sábado, de 9:30 a 15 horas  Jueves, apertura continuada de 9:30 a 19 horas  Domingos y festivos de 10 a 15 horas     Cerrado:  todos los lunes del año, día 1 y 6 de enero, día 1 de mayo, días 24, 25 y 31 de diciembre y un festivo local. ; Biblioteca - Tienda - Cafetería - Accesible a personas con minusvalía (física) - Visita guiada para grupos - Visitas guiadas a las piezas más representativas de las colecciones del museo (sábados a las 11 horas) - Club de Lectura   ; Bus: 1, 12, 44, 82, 132  Metro: Moncloa (Líneas 3, 6) ;REYES CATOLICOS;AVENIDA;6;28040;MONCLOA-ARAVACA;4.043.797.469.898.850;-3.721.841.843.311.360;915 439 437 / 915 492 641;Museo
Museo de Arte Contemporáneo de Madrid;;  Martes a Sábado: de 10 a 14 y de 17:30 a 21 horas  Domingos y festivos: de 10.30 a 14 horas   Cerrado :  Lunes (incluso festivos)  1 y 6 de enero, 1 de mayo y 25 de diciembre.     Las salas se desalojan 15 minutos antes del cierre. ;; Metro: Ventura Rodríguez (línea 3), Plaza de España líneas 3, 10), San Bernardo (líneas 2, 4), Noviciado (línea 7, 10)  Bus: 1, 2, 21, 44, 74, 133, C, M2  Renfe: Príncipe Pío  Aparcamiento público: plaza de España (accesible) ;CONDE DUQUE;CALLE;9;28015;CENTRO;4.042.737.760.210.630;-37.106.116.887.809.800;915 885 928  /  915 885 861;Museo
Museo de Artes y Tradiciones Populares. Centro Cultural La Corrala; El Museo se forma tras la donación de la colección de Guadalupe González Hontoria a la Universidad Autónoma de Madrid. Las piezas comprenden:   El ciclo vital humano y religiosidad popular  El ciclo festivo anual, instrumentos musicales, bailes y juegos de adultos  Tareas domésticas  Agricultura, ganadería, caza y pesca  Los oficios artesanales y transporte rural.  ;  Permanece abierto al público de lunes a viernes con horario de 10 a 20 horas. Sábados de 10 a 14 horas.  Cerrado domingos, festivos y mes de agosto  ; Visitas guiadas previa cita en el teléfono del Museo o en  visitas.atp@mam.es  ; Metro: La Latina (línea 5)  Bus: 41, 60, 148 y Circular  Renfe: Embajadores /Atocha ;CARLOS ARNICHES;CALLE;03-may;28005;CENTRO;40.408.814.891.299.500;-37.083.421.466.389.100;914 976 500;Museo
Museo de Astronomía y Geodesia; La colección se compone de objetos relacionados con el mundo de la Astronomía, como teodolitos, cronómetros, brújulas topográficas, sextantes giroscópicos, astrolabios de prisma, cámaras fotográficas para eclipse,  etc   ;Visita con cita previa;;Bus: 82 , F , 132 , I , G ;CIENCIAS;PLAZA;3;28040;MONCLOA-ARAVACA;4.044.942.472.705.850;-37.262.214.898.219.100;913 944 615;Museo
Museo de Bomberos;; Abierto todos los días de  09:30  a  14:00  horas, excepto 25 de diciembre, 1 enero,  6 de enero y 1 de mayo.    Nota:   El museo permanecera cerrado hasta octubre de 2015 por obras de acondicionamiento.      Visitas Guiadas  Se pueden concertar en el teléfono: 91 478 65 72 ( Museo )  Más información: 91 588 99 07 - 91 588 82 40  ;   Exposición fotográfica  Un recorrido por toda su historia: grandes incendios, construcción de los primeros parques, bomberos fallecidos en acto de servicio...   Vehículos  Una amplia gama de los vehículos utilizados en los últimos 400 años: Las primeras bombas brazales, clásicos de los años veinte y vehículos adaptados de la II Guerra Mundial.   Herramientas y equipos  Diferentes escalas de gancho, extintores primitivos o las primeras lonas de salvamento nos dan una idea de cómo han trabajado los bomberos en los últimos siglos así como herramientas de distintas épocas que nos muestran el avance tecnológico en la lucha contra el fuego y salvamento.   Cascos  Amplia exposición en la que se muestra la evolución de los cascos en Madrid. Además se expone una colección internacional en la que se aprecia, en su diseño, la mezcla de protección, materiales y comodidad en los diferentes países del mundo.   Uniformes  De época, trajes de gala, así como varios modelos que fueron utilizados en sucesos destacados de la historia de Madrid. Completan esta colección varios trajes de aproximación al fuego y protección química especial entre otros.   Comunicaciones  Antiguamente los bomberos se comunicaban mediante toques de corneta. Esta exposición muestra las partituras con sus particulares comandas. Además, la exposición incluye la evolución de los equipos de comunicaciones.   Sanitario  Una cámara de recuperación respiratoria para los bomberos intoxicados por el humo en los fuegos es uno de los mayores atractivos de este área.  ;  Metro : L1- Buenos Aires  Bus : 141 y 143 ;BOADA;CALLE;4;28038;PUENTE DE VALLECAS;4.039.453.171.263.190;-36.539.313.207.612.200;"91 478 65 72 (Museo),                                                                                                                                           
                                                                                                                                               
";Museo
Museo de Calcografía Nacional; Expone colecciones de planchas y grabados.  ;  De octubre a junio de lunes a viernes de 9 a 17 horas.  Verano: de julio a septiembre de 9 a 15 horas.   Agosto cerrado   En el caso de que se celebren exposiciones, consultar horario, ya que puede variar.  ;  Sala de exposiciones   Biblioteca  ; Metro: Sol (líneas 1, 2, 3), Sevilla (línea 2)  Bus: 5, 15, 20, 51, 52, 53, 150 ;ALCALA;CALLE;13;28014;CENTRO;4.041.764.548.040.700;-3.700.667.044.636.170;915 240 864;Museo
Museo de Cera;;  De lunes a viernes de 10 a 14:30 y de 16:30 a 20:30 horas.  Sábados, domingos y festivos de 10 a 20:30 horas.  Los días 25 de diciembre y 1 de enero, el museo abre de 10 a 14:30 horas y de 16:30 a 20:30 horas.  Las taquillas cierran media hora antes.  ;Apropiado para niños; Metro: Colón (línea 4)  Bus: 5, 14, 21, 27, 45, 53, 15  Renfe: Recoletos ;RECOLETOS;PASEO;41;28004;CENTRO;40.424.403.779.665.300;-36.914.362.030.084.800;913 199 330;Museo
Museo de Farmacia Militar;Superficie de 600  m/2  donde se exponen fondos de carácter histórico y científico. Las colecciones abarcan desde los orígenes de la ciencia farmacéutica, recreado en el laboratorio yatroquímico del siglo  XVII , hasta los actuales procesos para la elaboración de preparados.; De lunes a viernes de 10 a 13 horas, sólo visitas concertadas ;; Metro: Embajadores (línea 3)  Bus: 6, 27, 34, 36, 41, 55, 59, 60, 78, 85, 116, 118, 119, 148, C2. E1  Renfe :  Embajadores ;EMBAJADORES;CALLE;75;28012;ARGANZUELA;40.403.202.661.477.100;-37.008.825.895.813.100;"915 399 503 / 915 273 623                    
";Museo
Museo de Historia de la Comunidad Judía de Madrid;; Visitas guiadas    De lunes a jueves de 16 a 19 horas.  Viernes, sábados y domingos cerrado.  Para realizar las  visitas tienen que solicitarlas previamente llamando al teléfono: 915 913 131  ;; Metro: Iglesia (línea 1)  Bus: 5, 12, 16, 37, 61, 149  ;BALMES;CALLE;3;28010;CHAMBERI;4.043.534.317.115.620;-3.700.013.620.203.680;915 913 131 ;Museo
Museo de Historia de Madrid;;"   Exposición    &quot;Cervantes a la luz: imágenes del hallazgo&quot;:   de martes a domingo de 10:00 a 20 horas.   Salas de exposición permanente y de Cartografía y maquetas : de martes a domingo de 10:00 a 20 horas.  Cerrado : todos los lunes y los días 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre.   ";  Biblioteca de investigación  Servicio de documentación  Guardarropa  Zona wifi  ; Metro: Tribunal (líneas 1 y 10), Bilbao (líneas 1 y 4), Alonso Martínez (4, 5, 10)  Bus: 3, 21, 37, 40, 147, 149  Aparcamiento público: Barceló ;FUENCARRAL;CALLE;78;28004;CENTRO;4.042.577.054.821.340;-3.700.845.660.719.600;917 011 863;Museo
Museo de la Biblioteca Nacional; El Museo cuenta con unos 1.400 m2 y se distribuye en ocho salas.  ; De martes a sábados de 10 a 20 horas. Domingos y festivos de 10 a 14 horas. Último pase 30 minutos antes del cierre.  Cerrados: 1 de mayo, 12 de octubre, 9 de noviembre, 8, 24, 25 y 31 de diciembre.  ; Talleres escolares y para público en general, visitas guiadas, piezas del mes, etc.  ; Metro: Colón, Serrano (línea 4)  Bus: 1, 5, 9, 14, 19, 21, 27, 37, 45, 51, 53, 74, 150  Cercanías: Recoletos ;RECOLETOS;PASEO;20;28001;SALAMANCA;4.042.299.290.045.960;-3.690.844.141.741.060;"915 807 759 / 915 168 967     
";Museo
Museo de la Catedral de la Almudena;;  De lunes a sábado de 10 a 14:30 horas  Cerrado los domingos, fiestas de precepto y días de actos de culto especiales  ;;Bus: 3, 148, L3;BAILEN;CALLE;10;28013;CENTRO;40.415.538.770.017.400;-37.136.931.154.460.500;915 592 874;Museo
Museo de la Farmacia Hispana; Entre sus fondos destacan las colecciones de botes cerámicos, morteros y cajas de madera policromadas, relacionados con la práctica docente, cuatro boticas históricas y tres instalaciones que recrean un laboratorio alquimista, una botica árabe y la botica del Hospital de San Juan de las Afueras (Toledo). ; De lunes a viernes de 9 a 14 horas (periodo lectivo).  ;; Metro: Ciudad Universitaria  Bus: 82 , 132 , G ;RAMON Y CAJAL;PLAZA;0;28040;MONCLOA-ARAVACA;404.445.328.804.645;-37.262.160.043.788.100;913 941 797;Museo
Museo de la Guardia Civil;" El Museo se crea por Orden General del Cuerpo de 23 de junio de 1982 y se inaugura el día 12 de octubre de 1982.  Los fondos que forman el Museo han sido aportados o depositados bien por entidades públicas o privadas, bien por las distintas Unidades del Cuerpo, todos los cuales están vinculados de alguna manera a las vicisitudes e historia de la Guardia Civil desde su creación hasta nuestros días. Existen cuatro salas denominadas: banderas (rellano de la  2&ordf;  Planta), sala de arma, sala de uniformes y maniquies, sala de objetos varios y dioramas.  Los primeros indicios y escritos en los que se refleja la inquietud de recopilar objetos de marcado carácter histórico relacionados con las actividades de la Guardia Civil datan del año 1914 (desaparecerá en 1936 con motivo de la Guerra Civil), si bien sería a principios de 1982, cuando por iniciativa del entonces Director General, Jose Luis Aramburu Topete, se inician las labores para la formación del actual Museo de la Guardia Civil. ";  De lunes a viernes de 9 a 14 horas  Sábados, domingos y festivos cerrado    Visita:  previa identificación personal   Visita de grupos:  debe concertarse cita previa por escrito ;; Metro: Guzmán el Bueno (línea 6, 7)  Bus: 2,  44, 45, C1, C2 ;GUZMAN EL BUENO;CALLE;110;28003;CHAMBERI;4.044.454.745.648.480;-37.122.900.396.933.800;915 146 000 (extensiones 8477 / 8495 /48477);Museo
Museo de la Real Academia de Bellas Artes de San Fernando;Construido inicialmente para palacio de D. Juan de Goyeneche, el edificio fue adquirido por la Academia de Bellas Artes en 1773 y reformado bajo la dirección de Fernando Chueca Goitia en 1973 y la fachada por Diego de Villanueva en 1774.;"  Colección permanente:  de martes a domingos de 10 a 15 horas., incluyendo festivos. Lunes cerrado.      Exposiciones temporales:  consultar telefónicamente  Cerrado mes de agosto y días 1 y 6 de enero, 1 y 30 de mayo, 9 de noviembre; 24, 25 y 31 de diciembre.  ";Sala de exposiciones - Accesible a personas con minusvalía (física).; Metro: Sol (línea 3), Sevilla (línea 2)  Bus: 3, 5, 15, 20, 50, 51, 55, 53, 150 ;ALCALA;CALLE;13;28014;CENTRO;4.041.764.548.040.700;-3.700.667.044.636.170;"915 240 864 (Centralita)                                    
";Museo
Museo de Mineralogía;Presenta colecciones de minerales clasificados por su composición química, y vitrinas murales con ejemplares de exhibición procedentes de todo el mundo.;  Jueves de 10:30 a 14:30 horas, (conviene concertar previamente la visita).   Visitas guiadas por el personal del museo para grupos.   ;;Renfe: Cantoblanco Universidad;COLMENAR VIEJO;CARRETERA;19000;28049;FUENCARRAL-EL PARDO;;;914 974 132 / 914 974 800;Museo
