NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;NOMBRE-VIA;CLASE-VIAL;NUM;CODIGO-POSTAL;DISTRITO;LATITUD;LONGITUD;TELEFONO;TIPO
Microteatro Por Dinero; Un nuevo concepto de formato teatral: micro obras de entre diez y quince minutos, sobre un mismo tema, representadas en espacios pequeños para menos de quince espectadores por pase y seis sesiones al día. De esta forma, el espectador puede elegir tanto el tiempo que quiere pasar en el teatro, según el número de obras que quiera ver, como el precio que quiere pagar, ya que cada visita a una sala se paga de forma individual. Microteatro es también un espacio multifuncional en el centro de Madrid donde también se puede asistir a microteatro infantil, conciertos, proyección de películas inéditas, arte, experimentación, alquiler de espacios para todo tipo de eventos, un bar... todo esto en un local que en su día fue un burdel y que ahora es un centro para la cultura y el ocio. ;;  Tienda  Restauración  ; Metro: Callao (líneas 3, 5), Gran Vía (líneas 1, 5), Santo Domingo (línea 2)  Bus: 1, 2, 3, 44, 46, 74, 75, 133, 147, 148 ;LORETO Y CHICOTE;CALLE;9;28004;CENTRO;4.042.152.574.011.690;-37.040.668.231.939.400;915 218 874; Teatro
Multiespacio La Strada;;;  Actividades en familia  Teatro, cuentacuentos, danza para niños  ; Metro: Quevedo (línea 2)  Bus: 16, 61, 149 ;MAGALLANES;CALLE;23;28015;CHAMBERI;40.435.344.224.129.600;-3.705.767.250.398.430;"914 464 849   
"; Teatro
Naves del Español; Espacio escénico ubicado en el  Matadero Madrid,  gestionado por el Teatro Español y concebido por el creador de espacios escénicos Jean Guy Lecat. Las naves forman un conjunto dotado de gran flexibilidad, que permite el funcionamiento autónomo de tres espacios interconectados. ;;"  Servicio de bar abierto media hora antes del inicio de la función  Los asientos están instalados sobre gradas  Las personas con movilidad reducida deben comunicarlo al adquirir su localidades  Salas   Sala Fernando Arrabal: especio escénico inaugurado en 2006. La sala es totalmente polivalente, lo cual permite realizar espectáculos con diferente planteamiento esec&acute;nico  Sala Max Aub: incorpora 2.500 m/2 al complejo escénico  Café teatro: funciona como vestíbulo del conjunto del complejo ese&acute;cnico, constituyendo un espacio de cogida, con cafetería y con la posibilidad de ofrecer cierto tipo de espectáculos de aforo reducido: caf&ccedil;e concert, música en vivo, muic hall, espectáculos de pequeño formato, etc.    "; Metro :  Legazpi (líneas 6, 3)  Bus: 6 , 8 , 18 , 19 , 45 , 78 , 148  Renfe: Embajadores ;CHOPERA;PASEO;14;28045;ARGANZUELA;4.039.241.367.848.800;-3.697.259.467.865.360;"914 730 957 (taquilla)                                
"; Teatro
Nuevo Teatro Alcalá;" La sala nació bajo el nombre de Coliseo Pardiñas en 1927 y fue obra de Luis Ferrero. Posteriormente se llamó Coliseo Alcalá  y transcurridos unos años Teatro Alcalá Palace.  Bajo este último nombre el teatro vivió años de esplendor  y por su programación no faltaban importantes zarzuelas y más destacadas figuras del flamenco. Durante la década de los 70 se estrenó el musical &quot;Jesucristo Superstar&quot;, exitoso a la vez que polémico.  En los años ochenta tuvo que cerrar y no fue abierto hasta el año 2001.  Después de catorce años el empresario Alejandro Romay, junto con la arquitecta Margarita Massó, levantó el actual Nuevo Teatro Alcalá donde antes se erguía el antiguo Teatro Alcalá Palace.  El nuevo teatro cuenta con dos salas. La más importante es la más grande con su estilo y disposición tradicional a la italiana, su gran patio de butacas y la distribución de los espacios la convierten en un sala única con buena visibilidad en todos sus ángulos. La siguiente sala es un espacio polivalente de teatro y está ubicada en el subsuelo del edificio. Tiene una disposición y estilo más modernos, perfecta para acoger obras de corte más vanguardista. "; Cerrado el lunes ;  Restaurante  Objetos perdidos  Ascensor   Consigna /guardarropa  ; Metro: Príncipe de Vergara (líneas 2, 9), Goya (líneas 2, 4)  Bus: 2, 15, 28, 29, 30, 43, 63, 146, C1 ;JORGE JUAN;CALLE;62;28009;SALAMANCA;4.042.340.075.550.410;-3.678.258.596.986.860;914 264 779 ; Teatro
Off de la Latina; Este espacio cultural se encuentra situado en pleno corazón de Madrid, en el barrio de La Latina. En él se puede disfrutar de diferentes espectáculos de teatro, danza y música, en especial jazz y flamenco. El local tiene una superficie de 320 metros cuadrados repartidos en tres zonas bien diferenciadas: la planta principal, donde se encuentra en bar, la cava alta donde se sitúa el teatro, y la cava baja, antigua carbonería del siglo XVII reservada para los eventos más íntimos y especiales.  ; Días de cierre: lunes y martes ;; Metro: La Latina (línea 5)  Bus: 3, 31, 50, 60, 65, 148 ;MANCEBOS;CALLE;4;28005;CENTRO;4.041.204.479.812.580;-37.119.825.698.992.800;911 691 419; Teatro
Sala Azarte;;;; Metro: Chueca (línea 5)  Bus: 1, 2, 3, 46, 74, 146, M2 ;SAN MARCOS;CALLE;19;28004;CENTRO;4.042.140.719.770.070;-3.698.360.306.512.040;915 226 768 (reserva de localidades); Teatro
Sala Clan;;;  Restaurante   Bar de copas  ; Metro: Acacias (línea 5), Embajadores (línea 3)  Bus: 34, 36, 41, 60, 62, 116, 118, 119, 148, C1, C2  Renfe: Embajadores ;TOLEDO;RONDA;20;28005;ARGANZUELA;40.405.455.383.460.900;-3.706.727.738.985.040;915 288 401; Teatro
Sala el Montacargas;Sala de teatro alternativo;;; Metro: Puerta del Ángel (Línea 6)  Bus: 31, 33, 36, 39, 65, 138 ;ANTILLON;CALLE;19;28011;LATINA;40.411.774.419.017.800;-3.727.914.502.030.770;915 261 173; Teatro
Sala La Escalera de Jacob; Situado en Lavapiés, es un espacio con vocación intercultural en el que tienen cabida todo tipo de expresiones artísticas concebidas para un público exigente y alejadas de los circuitos convencionales. Teatro, cine, conciertos, exposiciones, etc. ;;Bar ; Metro: Tirso de Molina (línea 1), Antón Martín (línea 1), Lavapiés (línea 3)  Bus: 6, 26, 32, 65, M1 ;LAVAPIES;CALLE;11;28012;CENTRO;4.041.121.799.500.780;-37.028.161.421.960.300;695 263 509; Teatro
Sala La Pensión de las Pulgas;;  De lunes a domingo de 11 a 14 y de 17 a 20 horas  ;; Metro: Antón Martín (línea 1)  Bus: 6, 26, 32 ;HUERTAS;CALLE;48;28014;CENTRO;40.413.234.253.652.100;-36.971.561.016.982.700;638 752 812; Teatro
Sala La Puerta Estrecha;;;; Metro: Lavapiés (línea 3), Embajadores (líneas 3)  Bus: 27, 34, 36, 41, 60, 78, 116, 118, 119, 148, C1, C2, E1, M1  Renfe: Embajadores ;AMPARO;CALLE;94;28012;CENTRO;40.406.339.903.345.900;-3.700.538.007.164.600;914 672 224; Teatro
Sala Maravillas Club;La antigua sala Nasty, en pleno barrio de Malasaña, es hoy un local dedicado a las artes escénicas. Mientras su Espacio Artefacto ofrece microteatro, clásicos indies o teatro para niños y adolescentes, el espacio Stand The Pace programa música en vivo, con actuaciones de grupos de rock y pop indie, y conciertos en formato íntimo de solistas y dúos. Esta sala también ofrece sesiones temáticas de música como PartyMonster, MarnieClub, Viva Las Vegas, Hard Candy (BCN) o Gran Ganga.;;  Servicios complementarios    Espectáculo  Guardarropa   ; Metro: Noviciado (línea 2), Tribunal (línea 1, 10)  Bus: 3, 40, 147, 149, M2 ;SAN VICENTE FERRER;CALLE;33;28004;CENTRO;4.042.576.743.226.590;-3.704.323.244.994.760;674 256 152; Teatro
Sala Milagros; Esta sala se ha especializado en teatro radiofónico por lo que cuidan especialmente el sonido con una amplia gama de micrófonos y también con una cúpula de sonido envolvente para los conciertos en directo, que hace que los espectadores sientan que están dentro de la banda de música.  Desde La Sala Milagros buscan apoyar a los nuevos creadores produciendo espectáculos originales y novedosos. Aquí se quieren apoyar nuevas propuestas y ese es el empeño de esta sala que nace con el respaldo de Tholma, la emisora de radio por internet Aire y también de una asociación de vecinos. ;;; Bus: 23, 116 ;INMACULADA CONCEPCION;CALLE;35;28019;CARABANCHEL;4.039.176.330.264.340;-37.123.227.018.660.000;600 402 818; Teatro
Sala Nave 73;Espacio multicultural, situado en el barrio de Embajadores, que ofrece una programación variada de conciertos que van desde el jazz o el blues hasta el indie. Cuenta además con una pequeña galeria de exposiciones donde se muestra la obra de autores nacionales e internacionales.;;Cafetería; Metro: Embajadores (línea 3), Palos de la Frontera (línea 3)  Bus: 8, 19, 45, 47, 60, 78, 86, 148 ;PALOS DE LA FRONTERA;CALLE;5;28012;ARGANZUELA;4.040.316.180.456.700;-36.987.020.172.137.400;917 049 583; Teatro
Sala Tarambana;La compañía Tarambana ofrece en su sala todo tipo de espectáculos y producciones para todo tipo de público, con música, danza o teatro infantil.;;; Metro: Carabanchel (línea 5)  Bus: 17, 34, 35 ;DOLORES ARMENGOT;CALLE;31;28025;CARABANCHEL;4.038.580.301.942.370;-37.432.218.183.125.800;914 618 334; Teatro
Sala Triángulo;Espacio escénico para la comunicación, creación, formación y difusión de la cultura, el arte y el ocio alternativos, actual (en tiempo y acción) y abierto. Es sede y referencia obligada para todas aquellas compañias de pequeño y mediando formato, nacionales e internacionales, que quieran trabajar en Madrid.;Cerrado los lunes;; Metro: Lavapiés (línea 3), Antón Martín (línea 1)  Bus: 10, 26, 27, 36, 37, 57, 119 ;ZURITA;CALLE;20;28012;CENTRO;4.040.967.281.072.630;-3.699.122.921.978.140;915 306 891; Teatro
Sala Tú;" Esta sala de teatro dedicada a los espectáculos de pequeño y mediano formato, está situada en el corazón de Malasaña y es gestionada de manera privada por  profesionales de las artes escénicas. El espacio cuenta con una pequeña sala para las representaciones y un café-ambigú donde tomar algo después.  Además de una programación regular de obras de teatro y diversos espectáculos tanto para público adulto como infantil, SALA TÚ ofrece formación para actores  a través de cursos trimestrales y &lsquo;master classes' de interpretación, canto o danza.  ";;; Metro: Tribunal (líneas 1, 10), Bilbao (líneas 1, 4), Noviciado (línea 2)  Bus: 3, 21, 40, 147, 149 ;VELARDE;CALLE;15;28004;CENTRO;4.042.680.028.110.070;-3.703.367.344.935.000;910 176 802 ; Teatro
Tablao Flamenco Café de Chinitas; Descendiente del malagueño primer Café Chinitas del siglo pasado, este local ofrece un novísimo tablao flamenco acompañado con una cocina selecta ; De lunes a sábado de 19 horas a 00 horas   Actuaciones    Dos actuaciones de lunes a sábado a las 20:15 horas y 22:30 horas   ;  Tablao flamenco  Restaurante  ; Metro: Santo Domingo (línea 2), Ópera (líneas 2, 5)  Bus: 1, 2, 3, 25, 39, 44, 46, 74, 75, 133, 138, 146, 147, 148, C1, C2 ;TORIJA;CALLE;7;28013;CENTRO;404.207.390.288.608;-37.104.357.404.041.300;915 595 135; Teatro
Tablao Flamenco Casa Patas;; Cerrado los domingos   Actuaciones :    De lunes a jueves a las 22:30 horas  Viernes y sábado a las 21 y a las 24 horas  ;Tablao flamenco, restaurante; Metro: Tirso de Molina (línea 1), Sol (líneas 1, 2, 3)  Bus: 6, 26, 32, 50, 65, M1 ;"CA&Ntilde;IZARES";CALLE;10;28012;CENTRO;40.412.729.068.876.000;-37.017.357.416.661.100;913 690 496; Teatro
Tablao flamenco Las Tablas; Espacio escénico: flamenco, jazz, blues, teatro y actuaciones para niños... ;;; Metro: Plaza de España (líneas 3, 10)  Bus: 3, 25, 39, 46, 74, 75, 138, 148, C1, C2, SE730 ;ESPAÑA;PLAZA;9;28008;MONCLOA-ARAVACA;4.042.198.032.023.040;-3.713.678.674.361.510;915 420 520; Teatro
Teatro Alfil; Es una sala con más de medio siglo de historia. Actualmente, se encuentra a mitad de camino entre lo comercial y lo alternativo. El escenario es de reducidas dimensiones y carece de 'peine', por lo que no permite montar escenografías aparatosas, pero los espectadores gozan de completa visibilidad desde cualquier localidad y los artistas trabajan con sensación de cercanía al público.  ;;  Objetos perdidos  Restaurante  ; Metro: Noviciado (líneas 2, 3, 10)  Bus: 1, 2, 44, 46, 74, 75, 133, 147, 148 ;PEZ;CALLE;10;28004;CENTRO;404.231.448.936.827;-37.044.727.114.319.800;915 214 541; Teatro
Teatro Amaya;Alberga además de grandes producciones teatrales, exposiciones de pintura, fotografía, etc. Busca de esta manera, abrir una puerta más a la cultura de la ciudad.; Cerrado los lunes ;  Restaurante  Consigna / guardarropa  ; Metro: Iglesia (línea 1)  Bus: 16, 53, 61 ;GENERAL MARTINEZ CAMPOS;PASEO;9;28010;CHAMBERI;4.043.513.498.732.230;-3.697.193.610.846.830;915 934 005 (Taquillas); Teatro
Teatro Arlequín Gran Vía;Fue proyectado por  Enrique López-Izquierdo . Está situado muy  cerca de la Gran Vía , en el bajo de un gran edificio conocido como Los Sótanos. El Arlequín, como el Bellas Artes y el Príncipe, tiene la singularidad de estar bajo el nivel de la calle. Es actualmente una sala con capacidad para unos  350 espectadores , confortable, de planta rectangular. La mayor parte de su aforo se ubica en el patio de butacas, aunque tiene un pequeño anfiteatro. Tanto el escenario como los camerinos han sido totalmente  reconstruidos y dotados de comodidades.  Viene a ser como un hermano pequeño de los enormes cines y teatros que lo rodean en las manzanas vecinas de la Gran Vía.;; Consigna, guardarropa ; Metro: Santo Domingo (línea 2), Callao (líneas 3, 5)  Bus: 1, 2, 3, 44, 46, 74, 75, 133, 146, 147, 148 ;SAN BERNARDO;CALLE;5;28013;CENTRO;40.421.022.372.676.000;-37.083.051.475.459.900;915 470 430 ; Teatro
Teatro Arteria Coliseum;Situado en el Gran Vía madrileña, el Teatro Coliseum tiene más de ochenta años de historia. Desde el año 2000 ha acogido importantes producciones.;;  Restaurante  Objetos perdidos  Tienda  Ascensor  ; Metro: Plaza de España (líneas 2, 3, 10)  Bus: 1, 2, 3, 25, 33, 39, 40, 41, 44, 46, 74, 75, 133, 138, 146, 147, 148, 149, 202 ;GRAN VIA;CALLE;78;28013;CENTRO;40.423.271.055.213.300;-37.103.562.860.569.200;915 476 612; Teatro
Teatro Bellas Artes;Presenta una completa programación que combina espectáculos de empresas privadas con teatro público, textos clásicos con contemporáneos, juventud frente a veteranía, tanto de actrices, actores, directores de escena, etc.;Cerrado los lunes;; Metro: Banco de España (línea 2), Sevilla (línea 2)  Bus: 1, 2, 3, 5, 9, 10, 14, 15, 20, 27, 34, 37, 45, 46, 51, 52, 53, 74, 146, 202 ;MARQUES DE CASA RIERA;CALLE;2;28014;CENTRO;4.041.832.880.748.660;-36.964.189.422.517.200;915 324 437 / 915 324 438; Teatro
Teatro Calderón;;;; Metro : Tirso de Molina (línea 1), Sol (líneas 1, 2, 3)   Bus : 6, 26, 32, 50, 65;ATOCHA;CALLE;18;28012;CENTRO;4.041.396.242.769.230;-3.703.363.300.804.260;914 203 797; Teatro
Teatro Circo Price; Toma su nombre del que existió, durante casi un siglo, en el Paseo de Recoletos. A comienzos del 2000, el ayuntamiento recuperó el antiguo edificio industrial de una fábrica, de estilo neomudéjar, para ubicar el nuevo Teatro Circo Price que desde 2007 ofrece una variada programación de circo, música y teatro.   Teléfono de taquilla: 915 288 122 ;  Taquilla    De martes a viernes   Desde las 18 horas hasta las 21 horas   Lunes, festivos y fines de semana   Desde 2 horas antes del espectáculo hasta el comienzo del mismo.   ;  Aparcamiento propio y vigilado, entrada por la  Juan Sebastián Elcano, 25, de uso exclusivo para los espectadores y con horario limitado sujeto al espectáculo. Precio único de tique de aparcamiento.  Cafetería  Tienda  Guardarropa  ; Metro: Embajadores (línea 3) , Lavapiés (línea 3), Atocha (línea 1)  Bus: C, 27, 34, 36, 41, 119  Renfe: Embajadores ;ATOCHA;RONDA;35;28012;ARGANZUELA;4.040.596.423.138.830;-3.698.601.359.753.860;915 279 865 ; Teatro
Teatro Cofidis Alcázar;Fue construido en 1921. En sus comienzos era conocido como Palacio de Recreos. Tiene una espectacular fachada, restaurada en el 2004.; Cerrado los lunes ;; Metro: Sevilla (línea 2)  Bus: 3, 5, 9, 15, 20, 51, 52, 52, 150 ;ALCALA;CALLE;20;28014;CENTRO;4.041.779.939.064.290;-3.699.053.803.017.360;915 320 616 (Taquilla); Teatro
Teatro Compac Gran Vía (Pequeño teatro Gran Vía);; Cerrado los lunes. ; Aparcamiento de pago ; Metro: Plaza de España (líneas 3, 10), Santo Domingo (línea 2), Callao (línea 5)  Bus: 1, 2, 3, 44, 46, 74, 75, 133, 143 ;GRAN VIA;CALLE;66;28013;CENTRO;4.042.240.577.324.940;-37.089.562.066.882.300;915 415 569; Teatro
Teatro de Cámara Cervantes; Nace en el 2008 impulsado por la Sociedad Cervantina con la intención de recueprar para el público de hoy obras teatrales de uno de los mejores autores de la lengua española, Miguel de Cervantes.  También quiere ser un espacio de investigación escénica desde donde apoyar a los jóvenes talentos del teatro español. ;;; Metro: Antón Martín (línea 1)  Bus: 6, 26, 32 ;ATOCHA;CALLE;87;28012;CENTRO;4.041.137.942.819.410;-36.969.837.415.117.800;914 203 437; Teatro
Teatro de Cámara Chéjov; El teatro de Cámara Chéjov es un centro estable de producción teatral y de formación artística, además de sala abierta al público con una programación continuada. Se presenta como foco difusor y aglutinador de arte, cultura y pensamiento. ;;; Metro: Ventilla (línea 9)  Bus: 42, 177 ;MARTIRES DE LA VENTILLA;CALLE;68;28029;TETUAN;4.047.140.264.085.200;-36.931.212.805.993.800;915 270 954; Teatro
Teatro de la Abadía; El Teatro de La Abadía es una casa de teatro y estudios que aspira a incidir en la vida social y cultural a través del teatro. Aquí se aspira a aunar la creación y exhibición de espectáculos con la búsqueda artística y humana mediante talleres y encuentros, todo ello bajo la dirección de José Luis Gómez que, en la tradición de los teatros de arte europeos, ha configurado un equipo teatral.  ; Día de cierre: lunes ;  Audioguías  Tiendas  ; Metro: Quevedo (línea 2), Canal (líneas 2, 7)  Bus: 2, 16, 61 ;FERNANDEZ DE LOS RIOS;CALLE;42;28015;CHAMBERI;4.043.522.406.333.120;-3.709.208.726.699.300;914 481 181; Teatro
Teatro de la Comedia. Compañía Nacional de Teatro Clásico;;;; Metro: Sevilla (línea 2)  Bus: 3, 5, 6, 9, 15, 20, 26, 32, 51, 52, 53, 57, 65, 150 ;PRINCIPE;CALLE;14;28012;CENTRO;4.041.566.504.361.920;-37.004.107.649.636.100;915 327 927 / 915 282 819 (taquilla); Teatro
Teatro de la Zarzuela; El Teatro de la Zarzuela es el primer y único teatro de la lírica española. Situado en pleno centro, detrás de las Cortes, en él siempre se ha cultivado la música del género lírico español, y actualmente se siguen cantando y oyendo las mejores obras de su repertorio. ;;  Aparcamiento de pago  Consigna, guardarroopa  Restauración  ; Metro: Banco de España (línea 2), Sevilla (línea 2)  Bus: 5, 9, 10, 14, 15, 20, 27, 34, 37, 45, 51, 53, 150, 203, M1, M2 ;JOVELLANOS;CALLE;4;28014;CENTRO;404.171.909.688.133;-36.968.669.041.846.700;915 245 400; Teatro
Teatro del Arte;Sala de teatro alternativo situada en el centro de Madrid, en el barrio de Lavapiés, una zona que destaca por el espíritu independiente en muchas de sus propuestas culturales. El objetivo de esta sala es conseguir una programación de calidad, a través de la representación de obras de teatro contemporáneas y comprometidas.;;; Metro: Lavapies (línea 3), Antón Martín (línea 1)  Bus: 6, 26, 32 ;SAN COSME Y SAN DAMIAN;CALLE;3;28012;CENTRO;40.409.373.215.131.000;-3.698.011.968.601.930;915 284 536; Teatro
Teatro del Barrio;La sala alternativa Triángulo ha dado paso a El Teatro del Barrio. Un proyecto que nace con la vocación de saber qué está pasando y con la intención de ser una asamblea permanente mediante el teatro, la poesía, el baile, los talleres y la Universidad del Barrio.;;; Metro: Lavapiés (línea 3), Antón Martín (línea 1)  Bus: 6, 26, 32, M1  Renfe: Embajadores ;ZURITA;CALLE;20;28012;CENTRO;40.409.681.819.217.600;-3.699.123.015.201.170;910 843 692; Teatro
Teatro Español; Denominado, hasta 1849, Teatro del Principe ampliamente reformado en los últimos años del siglo XIX.   Es uno de los teatros madrileños mas emblemáticos, con una trayectoria, casi ininterrumpida, de programación durante mas de 400 años ;;  Servicio de bar   Venta de publicaciones del Teatro Español abierto media hora antes de la función.   Salas   Principal: sala por la que el Teatro Español existe, antiguo corral de comedias, lleva 400 años en activo. Actualmente alberga 740 espectadores cada función  Margarita Xirgú: espacio inaugurado en 2005. Consta de un aforo de 107 butacas situadas sobre gradas, de este modo el espectador se sitúa con gran proximidad al espacio escénico  Sala de exposiciones: polivalente, utilizada para exposiciones, conferenciasy ruedas de prensa  Salón de té: en otro tiempo verdadero ambígú del Teatro Español, es actualmente una sala que se utiliza para la convocatoria de ruedas de prensa     Las personas con movilidad reducida deben comunicarlo al adquirir sus localidades ; Metro: Sevilla (línea 2), Sol (líneas 1, 2, 3)  Bus: 3, 5, 6, 9, 15, 20, 26, 32, 51, 52, 53, 57, 65, 150  Renfe: Sol ;PRINCIPE;CALLE;25;28012;CENTRO;4.041.482.868.269.550;-37.001.663.599.562.100;913 601 480 (centralita) /  913 601 484 (taquilla); Teatro
Teatro Fígaro - Adolfo Marsillach;Situado en la zona céntrica y turística de Madrid: el barrio de las Letras. Acoge lo mejor de la comedia actual nacional e internacional.;Cerrado los lunes y los martes;Restaurante; Metro: Tirso de Molina (línea 1), Sol (líneas 1, 2, 3)  Bus: 6, 26, 32, 50, 65 ;DOCTOR CORTEZO;CALLE;5;28012;CENTRO;4.041.345.601.671.210;-3.703.676.260.061.590;913 600 829 ; Teatro
