NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;NOMBRE-VIA;CLASE-VIAL;NUM;CODIGO-POSTAL;DISTRITO;LATITUD;LONGITUD;TELEFONO;TIPO
Biblioteca Pública Municipal Francisco Ayala (Vicálvaro);  La Biblioteca Francisco Ayala es una biblioteca ubicada en el barrio de Valdebernardo, en el distrito de Vicálvaro. Se inauguró en el año 2005. El edificio de dos plantas está situado en el eje que vertebra el barrio, en la planta inferior se situan los servicios de acceso a Internet y préstamo de adultos. En la planta superior se encuentra la sala infantil, la sala de lectura y la sala de actividades.; De lunes a viernes de 8:30 a 21 horas. Festivos cerrados. ;" Accesible a personas con discapacidad física.   Espacios : Sala de Consulta y Lectura; Préstamo de libros, multimedia y publicaciones periódicas; Préstamo de dispositivos de ayuda a la lectura (lupas para libros y discman para audiolibros); Servicio de Telelupa; Zona de publicaciones periódicas.   Servicios :  Servicio de Acceso Público a Internet; Zona wifi; Información bibliográfica; Animación a la lectura; Formación de usuario; Sala infantil y juvenil; Reprografía. "; Metro:  Valdebernardo   Bus:  8, 71, 130;INDALECIO PRIETO;BULEVAR;21;28032;VICALVARO;4.039.982.891.410.400;-3.621.281.890.570.370;91 301 64 66; ZonaWifi
Biblioteca Pública Municipal Francisco Ibáñez (Chamartín);  La Biblioteca Pública Francisco Ibáñez se encuentra situada en el Centro Cultural Mantuano, en el barrio de Chamartín. Proviene de la antigua Biblioteca de Chamartín, que fue inaugurada en 1983. En el año 2015, después de una profunda remodelación, cambió su denominación por la actual de Francisco Ibáñez. La alcaldesa, Ana María Botella, inauguró las nuevas instalaciones y se proyectó  un vídeo  del guionista y dibujante de cómic que le da nombre en agradecimiento.; De lunes a viernes de 8:30 a 21 horas. Festivos cerrados. ;" Accesible a personas con discapacidad física.  Espacios:  Sala de Consulta y Lectura;  Zona de publicaciones periódicas; Sala infantil y juvenil.   Servicios:  Préstamo de libros; multimedia y revistas; Préstamo de dispositivos de ayuda a la lectura (lupas para libros y discman para audiolibros); Servicio de Acceso Público a Internet; Zona wifi; Información bibliográfica; Animación a la lectura; Formación de usuarios; Reprografía. "; Metro:  Concha Espina, Prosperidad   Bus:  9, 16, 29, 52;MANTUANO;CALLE;51;28002;CHAMARTIN;4.044.810.636.195.710;-36.762.309.620.097.300;91 510 37 56; ZonaWifi
Biblioteca Pública Municipal Gabriel García Márquez (Usera);  La Biblioteca Pública Municipal Gabriel García Marquez es heredera de la antigua biblioteca de Orcasur, abierta al público en 1983. Esta biblioteca se situó en el interior del Centro Cultural de Orcasur. En 2014 fue remodelada profundamente a la vez que se cambió el nombre por el de Gabriel García Marquez.; De lunes a viernes de 8:30 a 21 horas. Festivos cerrados. ;" Accesible a personas con discapacidad física.   Espacios:  Sala de consulta y lectura; Salas de trabajo en grupo; Sala de actividades; Zona de publicaciones periódicas; Sala infantil y juvenil.  Servicios:  Préstamo de libros, multimedia y revistas; Servicio de Acceso Público a Internet; Zona wifi; Información bibliográfica; Animación a la lectura; Formación de usuarios; Reprografía. ";  Bus:  78, 116   Metro:  San Fermín - Orcasur  Renfe:  Orcasitas ;PUEBLO;PLAZA;2;28041;USERA;40.366.768.324.753.400;-3.701.141.063.083.800;"91 318 86 91                                 
"; ZonaWifi
Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas);La Biblioteca de Vallecas Villa se abrió en 1987, en el local que había sido hasta entonces la escuela infantil del pueblo de Vallecas. Al transformarse en biblioteca, tomó el nombre del maestro de la antigua escuela -Francisco Fatou-, acudiendo a la inauguración su viuda, quien contribuyó con una importante aportación económica para la ampliación de sus fondos. En 1995 se trasladó desde la calle Manuel Vélez -donde quedó el Centro Cultural Francisco Fatou- a la vecina calle Monte Aya, en la que se inauguró un nuevo edificio en enero de 1996.   Su nueva sede se construyó sobre el solar del antiguo Cine Madrid. La práctica totalidad del edificio, salvo unas pequeñas dependencias destinadas a escuela de adultos, está dedicado a biblioteca. Es allí donde recibió su actual denominación como Biblioteca Pública Municipal Gerardo Diego.; De lunes a viernes de 8:30 a 21 horas. Festivos cerrados. ;"  Accesible a personas con discapacidad física. Espacios:  Sala de Consulta y Lectura; Zona de publicaciones periódicas; Sala infantil y juvenil.   Servicios:  Préstamo de libros, multimedia y revistas (colección de libros en rumano); Préstamo de dispositivos de ayuda a la lectura (lupas para libros y discman para audiolibros); Servicio de telelupa; Servicio de Acceso Público a Internet; Zona wifi; Información bibliográfica; Animación a la lectura; Formación de usuarios; Reprografía. "; Metro:  Villa de Vallecas (línea 1)  Bus:  54, 58, 103, 130, 142 ;MONTE AYA;CALLE;12;28031;VILLA DE VALLECAS;4.037.790.196.240.430;-36.227.296.605.039.500;91 380 66 33; ZonaWifi
Biblioteca Pública Municipal Gloria Fuertes (Barajas);La Biblioteca Pública Municipal Gloria Fuertes fue inaugurada en octubre del año 2001 asistiendo al acto el entonces alcalde, José María Álvarez del Manzano. El edificio es un proyecto de nueva planta de la arquitecta Carmen Blanco Hernández para albergar un centro cultural y la única biblioteca que, en la actualidad, presta servicio a los vecinos del distrito de Barajas.  Desde los grandes ventanales que recorren la primera y segunda planta, donde se ubica la biblioteca, se aprecian los restos del reconstruido castillo de los Zapata, único que se conserva en el término municipal de Madrid, y un extenso olivar que pone límite al moderno parque Juan Carlos I.; De lunes a viernes de 8:30 a 21 horas. Festivos cerrados. ;" Accesible a personas con discapacidad física.  Espacios:  Sala de Consulta y Lectura; Zona de publicaciones periódicas; Sala infantil y juvenil.   Servicios:  Préstamo de libros, multimedia y revistas; Préstamo de dispositivos de ayuda a la lectura (lupas para libros y discman para audiolibros); Servicio de telelupa; Servicio de Acceso Público a Internet; Zona wifi; Información bibliográfica; Animación a la lectura; Formación de usuarios; Reprografía. "; Metro:  Alameda de Osuna   Bus:  105, 112, 115;LOGROÑO;AVENIDA;179;28042;BARAJAS;4.046.055.947.228.690;-35.937.461.811.785.300;91 312 02 58; ZonaWifi
Biblioteca Pública Municipal Huerta de la Salud (Hortaleza);  La Biblioteca Pública Municipal Huerta de la Salud fue inaugurada en 1995, reformándose y ampliándose profundamente entre los años 2006 y 2007.; De lunes a viernes de 8:30 a 21 horas. Festivos cerrados. ;" Accesible a personas con discapacidad física.  Espacios:  Sala de Consulta y Lectura; Zona de publicaciones periódicas; Sala infantil y juvenil.   Servicios:  Préstamo de libros, multimedia y revistas; Préstamo de dispositivos de ayuda a la lectura (lupas para libros y discman para audiolibros); Servicio de Acceso Público a Internet; Zona wifi; Información bibliográfica; Animación a la lectura; Formación de usuarios; Reprografía. "; Metro:  Parque de Santa María   Bus:  9, 72, 107, 201;MAR DE LAS ANTILLAS;CALLE;10;28033;HORTALEZA;4.047.571.688.103.060;-364.667.257.750.353;91 764 52 43; ZonaWifi
Biblioteca Pública Municipal Islas Filipinas (Ciudad Lineal); La Biblioteca Pública Municipal Islas Filipinas fue inaugurada en el año 2000 y su origen se remonta a la Biblioteca Pública de Quintana, que estaba situada en el Centro Cultural Sambara. En el año 2000 se trasladó a su actual ubicación donde continúa hasta la fecha, reformándose para hacerla accesible entre otoño de 2007 y primavera de 2009, reabriendo sus puertas en marzo de este año.  La biblioteca se sitúa en lo que era el antiguo Colegio Islas Filipinas, del que recibe su nombre, prestando servicio a los ciudadanos de la zona, cuyo eje principal es la calle Marqués de Corbera. ; De lunes a viernes de 8:30 a 21 horas. Festivos cerrados. ;" Accesible a personas con discapacidad física.  Espacios:  Sala de Consulta y Lectura; Zona de publicaciones periódicas; Sala infantil y juvenil.   Servicios:  Préstamo de libros, multimedia y revistas; Préstamo de dispositivos de ayuda a la lectura (lupas para libros y discman para audiolibros); Servicio de telelupa; Servicio de Acceso Público a Internet; Zona wifi;  Información bibliográfica; Animación a la lectura; Formación de usuarios; Reprografía. "; Bus:  líneas 15, 28, 110, 113, 210  Metro:  La Elipa (línea 2);NUESTRA SEÑORA DEL VILLAR;CALLE;6;28017;CIUDAD LINEAL;4.042.342.659.084.210;-3.651.841.641.389.480;91 403 63 22; ZonaWifi
Biblioteca Pública Municipal Iván de Vargas (Centro);  La Biblioteca Pública Municipal Iván de Vargas fue inaugurada el 28 de febrero de 2011 y toma su nombre del antiguo edificio de viviendas que se levantaba en el mismo solar, que podría datar de principios del siglo XVII. El linaje de los Vargas, procedente de la época de la Reconquista, es uno de los más insignes de la historia de la ciudad.   La Biblioteca Iván de Vargas es la primera que incorpora una sección especializada de referencia sobre Madrid ,  que permitirá conocer e investigar la historia, las tradiciones, el urbanismo o la gastronomía de la región.  ;" De lunes a viernes de 8:30 a 21 horas; sábados de 9 a 18 horas y domingos de 9 a 14 horas. Los festivos y los fines de semana de agosto ,  la biblioteca permanecerá cerrada. ";" Accesible a personas con discapacidad física.  Espacios:  Sala de Consulta y Lectura; Sala de actividades; Zona de publicaciones periódicas; Sala infantil y juvenil; Sala de Internet; Sala Madrid.   Servicios:  Préstamo de libros, multimedia y revistas; Préstamo de dispositivos de ayuda a la lectura (lupas para libros y discman para audiolibros); Servicio de telelupa; Servicio de Acceso Público a Internet; Zona wifi; Información bibliográfica; Animación a la lectura; Formación de usuarios; Reprografía. ";  Metro:  Sol, Latina, Ópera  Cercanías : Sol  Bus:  3, 17, 18, 23, 31, 50, 65 ;SAN JUSTO;CALLE;5;28005;CENTRO;4.041.410.290.844.660;-37.098.591.212.735.800;917 586 211; ZonaWifi
Biblioteca Pública Municipal José Hierro (San Blas-Canillejas); La Biblioteca Pública Municipal José Hierro fue inaugurada en 2003, asistiendo a la inauguración la viuda del escritor y el entonces alcalde José María Álvarez del Manzano. Se trata de un edificio próximo a la Junta de Distrito, con la que comparte un amplio espacio ajardinado. ; De lunes a viernes de 8:30 a 21 horas. Festivos cerrados. ;" Accesible a personas con discapacidad física.  Espacios:  Sala de Consulta y Lectura; Sala de actividades; Zona de publicaciones periódicas; Sala infantil y juvenil; Comiteca.   Servicios:  Préstamo de libros, multimedia y revistas (colección de libros en rumano); Préstamo de dispositivos de ayuda a la lectura (lupas para libros y discman para audiolibros); Servicio de telelupa; Servicio de Acceso Público a Internet; Zona wifi; Información bibliográfica; Animación a la lectura; Formación de usuarios; Reprografía.  "; Metro:  Las Musas   Bus:  38, 48, 140, 153   Autobuses interurbanos:  286, 288, 289;MARIA SEVILLA DIAGO;CALLE;15;28022;SAN BLAS-CANILLEJAS;40.433.291.625.973.600;-36.105.662.311.927.400;91 313 55 28; ZonaWifi
Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo); La Biblioteca Municipal José Saramago se inauguró en noviembre de 1990, con el nombre de Biblioteca de la Vaguada. El origen es la antigua Biblioteca de Peñagrande situada en el Centro Cultural Rafael de León. Las instalaciones eran insuficientes para uno de los distritos más grandes de Madrid, y gracias al proyecto del Centro Cívico de La Vaguada se subsanó, por un lado la falta de espacio y por otro se mejoró su ubicación al situarse junto al Centro Comercial La Vaguada. El edificio forma parte de un proyecto diseñado en 1982 por los arquitectos Javier San José Marqués y Jordi Parcerisas Vázquez. La organización del edificio se realizó por medio de una secuencia de arcos que unían entre sí los diferentes espacios. En el año 2011 cambio su denominación por la actual de José Saramago. ; De lunes a viernes de 8:30 a 21 horas. Festivos cerrados. ;" Accesible a personas con discapacidad física (sólo en la planta baja).   Espacios:  Sala de Consulta y Lectura; Zona de publicaciones periódicas; Sala infantil y juvenil.   Servicios:  Préstamo de libros, multimedia y revistas; Préstamo de dispositivos de ayuda a la lectura (lupas para libros y discman para audiolibros); Servicio de telelupa; Servicio de Acceso Público a Internet; Zona wifi; Información bibliográfica; Animación a la lectura; Formación de usuarios; Reprografía. "; Metro:  Barrio del Pilar, Peñagrande   Bus:  49, 83, 128, 132, 134, 137;MONFORTE DE LEMOS;AVENIDA;38;28029;FUENCARRAL-EL PARDO;4.047.860.087.334.550;-37.094.408.342.979.900;91 588 68 91; ZonaWifi
Biblioteca Pública Municipal La Chata (Carabanchel);"La Biblioteca Pública La Chata abrió sus puertas por primera vez al público el Día de la Biblioteca, 24 de octubre, de 2005. El 13 de agosto de 2006 el Alcalde Ruiz-Gallardón, acompañado por la Concejala de Las Artes, Alicia Moreno, procedió a su inauguración oficial en un breve acto.  El nombre de la biblioteca, La Chata, alude a Isabel de Borbón, hermana de Alfonso  XII , que acudía regularmente a Carabanchel por ser una gran amante de los toros y a la Finca Vista Alegre que pertenecía a la familia real. También alude al nombre popular de la plaza de toros de Vista Alegre, denominada así por ser muy baja, achatada. Por lo tanto es un nombre muy &ldquo;carabanchelero&rdquo;."; De lunes a viernes de 8:30 a 21 horas. Festivos cerrados. ;" Accesible a personas con discapacidad física.  Espacios:  Sala de Consulta y Lectura; Zona de publicaciones periódicas; Sala infantil y juvenil.   Servicios:  Préstamo de libros, multimedia y revistas (colección de libros en rumano); Préstamo de dispositivos de ayuda a la lectura (lupas para libros y discman para audiolibros); Servicio de telelupa; Servicio de Acceso Público a Internet; Zona wifi; Información bibliográfica; Animación a la lectura; Formación de usuarios; Reprografía.  "; Metro:  Eugenia de Montijo, Carabanchel   Bus:  34 , 35;GENERAL RICARDOS;CALLE;252;28025;CARABANCHEL;4.038.330.593.504.340;-37.420.633.861.175.700;91 422 05 33; ZonaWifi
